block,lot,qualifier,prop_class,prop_loc,net_value,land_val,impr_val,last_sale,deed_date,yr_built
54,23,,2,602 11TH ST,507600,307500,200100,485000,2022-03-24,1898
54,24,,4C,604 11TH ST,1049800,420000,629800,898039,2018-06-07,1913
54,25,,4C,606 11TH ST,821500,660000,161500,10,2009-02-05,1913
54,26,,4C,608 11TH ST,924200,300000,624200,10,2018-04-24,1898
54,27,,2,610 11TH ST,840000,307500,532500,865000,2023-07-28,1979
54,28,,2,612 11TH ST,481500,291100,190400,128000,2000-08-25,1898
64,22,C3401,2,413 14TH ST,199900,199800,100,715000,2023-09-26,2023
64,22,C5201,2,415 14TH ST,199800,199800,0,650000,2024-04-17,2023
64,22,C5301,2,415 14TH ST,199800,199800,0,660000,2024-04-05,2023
64,22,C5401,2,415 14TH ST,199800,199800,0,700000,2023-12-01,2023
64,22,C7201,2,417 14TH ST,199800,199800,0,665000,2024-03-11,2023
64,22,C7301,2,417 14TH ST,199800,199800,0,670000,2024-03-06,2023
64,22,C7401,2,417 14TH ST,199900,199800,100,705000,2023-10-12,2023
64,27,,4A,1317-19 NEW YORK AVE,1137400,560000,577400,1,2008-04-09,0
64,29,,2,1315 NEW YORK AVE,881200,285200,596000,1,2003-10-27,2005
65,1,,4A,1301 BERGENLINE AVE,1172000,320000,852000,451000,2015-03-18,0
65,2,,2,1303 BERGENLINE AVE,603900,277000,326900,590000,2021-04-21,1903
65,3,,2,1305 BERGENLINE AVE,693100,277000,416100,445000,2022-11-01,1903
65,4,,2,1307 BERGENLINE AVE,595800,277000,318800,365000,2017-08-23,1903
65,5,,2,1309 BERGENLINE AVE,575400,277000,298400,695000,2024-04-30,1903
65,6,,2,1311 BERGENLINE AVE,914800,272900,641900,1,2009-02-17,1898
65,7,,4A,1313 BERGENLINE AVE,623600,288000,335600,220000,2004-11-12,1898
65,8,,4A,1315 BERGENLINE AVE,612700,288000,324700,10,2005-08-29,1898
65,9,,4C,1317 BERGENLINE AVE,1412000,455000,957000,500000,2005-03-19,1898
65,10,,4A,1319 BERGENLINE AVE,1054000,432000,622000,975000,2007-07-25,0
65,11,,2,507 14TH ST,622300,240800,381500,1,2007-04-09,1893
65,12,,2,509 14TH ST,493800,240800,253000,1,2006-02-08,1898
65,13,,2,511 14TH ST,581000,240800,340200,75374,2018-02-23,1898
65,14,,2,513 14TH ST,638300,249100,389200,672000,2022-01-28,1898
65,15,,2,1310 MORRIS ST,479000,307500,171500,0,,1898
65,16,,2,1308 MORRIS ST,762000,307500,454500,340000,2003-11-14,1898
65,17,,2,1306 MORRIS ST,691100,307500,383600,197000,2001-01-25,1898
65,18,,2,1304 MORRIS ST,745200,276800,468400,265000,2002-02-15,1988
65,19,,2,1302 MORRIS ST,825000,307500,517500,654000,2006-10-06,1988
65,20,,2,1300 MORRIS ST,662600,276800,385800,165000,1999-08-19,1920
66,1,,4A,1301 MORRIS ST,7007700,1897500,5110200,1250000,2015-03-15,0
66,2,,2,624 13TH ST,550900,332700,218200,1,2011-12-27,1908
66,3,,2,626 13TH ST,514100,274200,239900,535000,2021-08-19,1900
66,4,,2,628 13TH ST,673300,303500,369800,275000,2015-10-01,1900
66,5,,2,630 13TH ST,583600,303500,280100,100,2014-12-09,1908
82,28,,2,1605 KERRIGAN AVE,557700,297500,260200,0,,1903
82,29,,2,1607 KERRIGAN AVE,659600,297500,362100,1,2020-03-09,1913
83,1,,4C,1601-03 SUMMIT AVE,947600,360000,587600,280000,2011-02-09,1985
83,2,,4C,1605 SUMMIT AVE,962700,420000,542700,370000,2009-08-28,1908
83,3,,4C,1609 SUMMIT AVE,965500,360000,605500,370000,2011-05-20,1908
83,4,,2,1611 SUMMIT AVE,719900,262400,457500,117300,1991-07-16,1893
83,5,,4A,1613 SUMMIT AVE,1183200,322000,861200,1,2023-04-24,0
83,6,,2,801 17TH ST,385500,195500,190000,169950,2012-03-20,1913
83,7,,2,803 17TH ST,421500,198500,223000,133000,2003-01-13,1913
83,8,,2,805 17TH ST,690800,303500,387300,460000,2006-06-14,1893
83,9,,2,807 17TH ST,636100,303500,332600,0,,1923
84,15,,2,1600 SUMMIT AVE,777900,262000,515900,0,,1908
84,16,,2,1602 SUMMIT AVE,572600,263400,309200,10,2010-09-17,1898
84,17,,2,1604 SUMMIT AVE,660700,263400,397300,1,2016-10-07,1898
84,18,,2,1606 SUMMIT AVE,615000,303600,311400,195000,2003-02-21,1898
84,19,,2,1608 SUMMIT AVE,636100,247900,388200,10,2020-08-24,1898
84,20,C0101,4A,1614 SUMMIT AVE,203200,192900,10300,1,2024-03-11,1907
84,20,C0102,4A,1614 SUMMIT AVE,146900,139500,7400,90000,2020-12-21,1907
84,20,C0103,4A,1614 SUMMIT AVE,142000,134900,7100,1,2014-05-08,1907
84,20,C0104,4A,1614 SUMMIT AVE,142000,134900,7100,50000,2001-06-18,1907
84,20,C0201,2,1614 SUMMIT AVE,235300,131700,103600,125000,2005-04-20,1907
84,20,C0202,2,1614 SUMMIT AVE,306300,176300,130000,179000,2005-08-05,1907
84,20,C0203,2,1614 SUMMIT AVE,264200,164400,99800,1,2024-07-01,1907
84,20,C0204,2,1614 SUMMIT AVE,188100,102100,86000,106200,2007-12-21,1907
84,20,C0205,2,1614 SUMMIT AVE,235300,131700,103600,1,1996-11-20,1907
84,20,C0206,2,1614 SUMMIT AVE,306300,176300,130000,191625,2018-06-20,1907
84,20,C0207,2,1614 SUMMIT AVE,250100,164400,85700,150000,2022-11-16,1907
84,20,C0208,2,1614 SUMMIT AVE,188100,102100,86000,55000,2004-08-04,1907
84,20,C0209,2,1614 SUMMIT AVE,224000,131700,92300,90000,2020-02-21,1907
84,20,C0210,2,1614 SUMMIT AVE,329300,176300,153000,399000,2024-07-01,1907
84,20,C0211,2,1614 SUMMIT AVE,287300,164400,122900,1,2005-03-29,1907
84,20,C0212,2,1614 SUMMIT AVE,172000,102100,69900,146500,2022-04-01,1907
84,20,C0213,2,1614 SUMMIT AVE,235300,131700,103600,140000,2021-04-28,1907
84,20,C0214,2,1614 SUMMIT AVE,306300,176300,130000,250000,2022-06-07,1907
84,20,C0215,2,1614 SUMMIT AVE,285000,164400,120600,225000,2021-09-29,1907
84,20,C0216,2,1614 SUMMIT AVE,195600,102100,93500,190000,2022-12-09,1907
84,22,,2,727 17TH ST,498500,272900,225600,0,,1898
84,23,,4A,725 17TH ST,411100,241500,169600,265000,2003-04-22,1898
84,24,,2,723 17TH ST,501100,272900,228200,70000,1998-10-20,1898
84,25,,2,721 17TH ST,631700,282900,348800,1,2021-08-20,1898
96,18,,2,905 19TH ST,679000,297500,381500,10,2024-08-30,1913
96,19,,4A,1815 KERRIGAN AVE,706000,287500,418500,1,2012-12-08,0
96,20,,2,1813 KERRIGAN AVE,707900,297500,410400,228000,2011-07-08,1908
96,21,,2,1811 KERRIGAN AVE,658600,297500,361100,215000,2001-08-30,1908
96,22,,2,1809 KERRIGAN AVE,722700,297500,425200,1,2013-07-19,1908
96,23,,2,1807 KERRIGAN AVE,700100,297500,402600,1,2021-05-17,1908
96,24,,2,1805 KERRIGAN AVE,620600,267800,352800,235000,2011-10-28,1908
96,25,,2,1803 KERRIGAN AVE,682300,267800,414500,350000,2017-07-27,1908
96,26,,4A,1801 KERRIGAN AVE,633500,287500,346000,512000,2007-08-10,0
96,27,,2,906 18TH ST,628600,297500,331100,275000,2002-11-02,1908
96,28,,2,908 18TH ST,594400,297500,296900,134000,1994-04-12,1908
96,29,,2,910 18TH ST,660800,297500,363300,0,,1908
96,30,,2,912 18TH ST,583200,297500,285700,1,2016-05-17,1908
96,31,,2,914 18TH ST,641800,297500,344300,0,,1908
96,32,,2,916 18TH ST,579100,297500,281600,1,2011-02-10,1908
96,33,,2,918 18TH ST,524200,267800,256400,0,,1908
96,34,,2,920 18TH ST,585300,267800,317500,1,2019-11-03,1908
96,35,,2,922 18TH ST,550700,267800,282900,110000,1994-09-16,1908
96,36,,2,924 18TH ST,546000,267800,278200,1,1992-02-26,1908
96,37,,2,926 18TH ST,497400,267800,229600,425000,2024-08-08,1908
97,1,,2,1800 KERRIGAN AVE,598700,297500,301200,325000,2011-03-10,1908
97,2,,2,1802 KERRIGAN AVE,720700,297500,423200,100,2018-11-20,1908
97,3,,2,1804 KERRIGAN AVE,598400,297500,300900,0,2006-04-24,1908
97,4,,2,1806 KERRIGAN AVE,671200,297500,373700,1,2019-03-29,1908
97,5,,2,1808 KERRIGAN AVE,734900,297500,437400,790000,2019-11-18,1908
97,6,,2,1810 KERRIGAN AVE,725900,297500,428400,500000,2021-03-25,1908
97,7,,2,1812 KERRIGAN AVE,697900,297500,400400,1,2007-02-16,1908
97,8,,2,1814 KERRIGAN AVE,609300,267800,341500,560000,2018-10-26,1908
97,9,,2,819 19TH ST,701100,297500,403600,820000,2023-12-08,1908
97,10,,2,817 19TH ST,723600,297500,426100,386700,2006-02-08,1908
97,11,,2,815 19TH ST,700400,297500,402900,1,2006-09-25,1908
97,12,,2,813 19TH ST,705600,297500,408100,535000,2018-04-10,1908
97,13,,4C,811 19TH ST,706400,360000,346400,0,,1900
97,14,,2,809 19TH ST,638300,301200,337100,1,2023-10-27,1908
97,15,,4A,1815 SUMMIT AVE,908800,322000,586800,1,2001-08-28,0
97,16,,2,1813 SUMMIT AVE,549700,251700,298000,1,2013-06-12,1893
97,17,,2,1811 SUMMIT AVE,548600,251700,296900,1,2018-10-05,1893
97,18,,2,1809 SUMMIT AVE,845500,285600,559900,107500,1999-07-11,2006
97,19,,2,1807 SUMMIT AVE,610900,257000,353900,306000,2003-12-30,1900
97,20,,2,1805 SUMMIT AVE,653200,257000,396200,239000,2013-10-16,1900
97,21,,4C,1803 SUMMIT AVE,644900,300000,344900,1,1993-04-15,1883
97,22,,4C,1801 SUMMIT AVE,1056000,300000,756000,500000,2017-07-21,1910
97,23,,2,808 18TH ST,680800,297500,383300,0,,1910
112,13,,2,311 22ND ST,720800,297500,423300,810000,2023-11-10,1913
112,14,,2,309 22ND ST,704200,297500,406700,1,2005-01-21,1972
112,15,,2,2113 PALISADE AVE,1271200,500000,771200,1,2020-10-05,1700
112,17,,2,2111 PALISADE AVE,782200,334700,447500,810000,2024-12-20,1908
112,18,,2,2109 PALISADE AVE,791100,334700,456400,10,2022-02-08,1908
112,19,,2,2107 PALISADE AVE,866400,371900,494500,1,2006-01-30,1968
112,20,,2,2105 PALISADE AVE,735200,334700,400500,780000,2021-04-14,1898
112,21,,2,2103 PALISADE AVE,830800,500000,330800,1,2008-01-13,1943
112,23,,2,308 21ST ST,716200,267800,448400,1,2007-07-25,1898
112,24,,2,310 21ST ST,560900,267800,293100,1,2005-10-17,1898
112,25,,2,312 21ST ST,623900,267800,356100,1,2015-09-15,1913
112,26,,2,314 21ST ST,565800,267800,298000,100,2014-07-16,1913
112,27,,2,316 21ST ST,680200,267800,412400,420000,2019-02-11,1923
112,28,,2,318 21ST ST,562700,267800,294900,162500,2001-05-23,1913
113,1,,4A,2100 BERGENLINE AVE,1292400,656000,636400,230000,1995-03-31,1930
113,2,,4A,2104 BERGENLINE AVE,515800,272000,243800,1,2021-12-22,1930
113,3,,4A,2106-2108 BERGENLINE,707000,400000,307000,475000,2019-07-24,0
113,4,,4A,2110 BERGENLINE AVE,1080600,400000,680600,0,,1930
113,5,,4A,2112 BERGENLINE AVE,1686900,400000,1286900,1,2020-08-24,1930
113,6,,4A,2114 BERGENLINE AVE,1823800,390000,1433800,400000,2007-08-29,1930
113,7,,4A,2116 BERGENLINE AVE,1255400,400000,855400,160000,1994-09-30,1930
113,8,,4A,2118 BERGENLINE AVE,1217200,400000,817200,450000,2004-12-06,0
113,9,,2,419 22ND ST,812100,318000,494100,1,2024-06-07,1923
113,10,,2,417 22ND ST,603600,249300,354300,332466,2023-04-05,1913
113,11,,2,415 22ND ST,699400,297500,401900,220000,2018-06-15,0
113,12,,4C,413 22ND ST,900600,540000,360600,400000,2004-10-15,1931
113,13,,2,411 22ND ST,579700,267800,311900,485000,2021-08-18,1913
113,14,,2,2115 NEW YORK AVE,1014300,301600,712700,350000,2003-08-08,1700
113,15,,2,2113 NEW YORK AVE,807300,293400,513900,10,2020-09-23,0
113,16,,2,2111 NEW YORK AVE,858300,267800,590500,185000,2020-11-13,1903
113,17,,2,2109 NEW YORK AVE,683200,297500,385700,317000,2012-08-24,1964
113,18,,2,2107 NEW YORK AVE,659500,267800,391700,425000,2020-12-15,1913
113,19,,2,2105 NEW YORK AVE,735700,267800,467900,1,2019-10-03,1918
113,20,,4C,402 21ST ST,1723700,840000,883700,1275000,2012-08-22,1928
113,22,,2,412 21ST ST,722500,400000,322500,1,2015-03-10,1893
113,24,,2,414 21ST ST,579900,297500,282400,228000,2012-04-18,1898
113,25,,2,416 21ST ST,505200,260400,244800,1,2012-12-28,1893
113,26,,2,418 21ST ST,633300,305700,327600,0,,1700
114,1,,4A,2101 BERGENLINE AVE,1162900,400000,762900,1,2011-06-03,1930
114,2,,4A,2103 BERGENLINE AVE,1523300,400000,1123300,365000,2016-11-30,2018
114,3,,4A,2105 BERGENLINE AVE,1547500,400000,1147500,1,2018-01-10,0
114,5,,4A,2109 BERGENLINE AVE,1278800,400000,878800,250000,2012-09-17,1929
135,31,,2,718 24TH ST,555800,267800,288000,245000,2014-01-17,1903
135,32,,2,720 24TH ST,575800,267800,308000,10,2021-07-28,1908
135,33,,2,722 24TH ST,510200,297500,212700,1,2008-02-27,1903
135,34,,4C,724 24TH ST,868200,360000,508200,1,2022-11-09,1900
135,35,,2,726 24TH ST,666700,267800,398900,283190,2003-06-20,1903
135,36,,4A,728 24TH ST,709200,287500,421700,845000,2021-12-20,0
135,37,,4B,730 24TH ST,171800,96600,75200,845000,2021-12-20,0
136,1,,4A,2400 CENTRAL AVE,911000,240000,671000,200000,1999-01-14,1898
136,2,,4C,2402 CENTRAL AVE,3180100,840000,2340100,380000,2001-12-12,1915
136,4,,2,2408 CENTRAL AVE,561800,267800,294000,285000,2005-06-08,1903
136,5,,4A,2410 CENTRAL AVE,795500,325000,470500,1,2014-08-25,0
136,6,,4A,2412 CENTRAL AVE,714400,299000,415400,1,2019-07-22,1910
136,7,,4C,2416 CENTRAL AVE,990000,360000,630000,220000,2015-07-30,1910
136,8,,4A,2418 CENTRAL AVE,1073500,299000,774500,10,2011-03-15,1908
136,9,,4A,609 25TH ST,308000,172500,135500,1,2008-10-31,0
136,11,,4A,2421 WEST ST,849100,377000,472100,10,2015-02-04,1908
136,12,,2,2419 WEST ST,734900,273700,461200,480000,2018-08-24,1898
136,13,,2,2417 WEST ST,616800,273700,343100,595000,2021-12-08,1893
136,14,,2,2415 WEST ST,429800,239800,190000,0,,1903
136,15,,2,2413 WEST ST,460000,215800,244200,1,2024-10-03,1903
136,16,,2,2411 WEST ST,388000,215800,172200,0,,1903
136,17,,2,2409 WEST ST,360900,239800,121100,146000,2014-10-20,1903
136,18,,2,2407 WEST ST,457800,215800,242000,310000,2016-08-23,1903
136,19,,2,2405 WEST ST,389800,239800,150000,1,1996-11-12,1903
136,20,,4C,2401-03 WEST ST,927900,420000,507900,1,2014-01-20,1908
136,21,,2,608 24TH ST,544000,267800,276200,525000,2007-09-18,1873
136,22,,4A,610 24TH ST,401600,287500,114100,0,,0
137,1,,4A,2400 WEST ST,596400,221000,375400,0,,0
90,1,,4C,1701 NEW YORK AVE,1218900,480000,738900,1,2020-08-11,1938
90,2,,4B,1703-05 NEW YORK AVE,1503600,798000,705600,175000,1994-11-10,0
90,3,,4A,1707 NEW YORK AVE,380200,189000,191200,135000,2020-08-21,0
90,6,,4C,401 18TH ST,2322600,1200000,1122600,654000,1999-11-02,1930
102,4,,4A,1906 BERGENLINE AVE,781400,400000,381400,105000,1994-07-08,0
102,5,,4A,1908 BERGENLINE AVE,1072700,400000,672700,400000,2003-03-18,1933
102,6,,4A,1910-12 BERGENLINE AVE,2093000,390000,1703000,900000,2018-08-16,1930
102,8,,4A,1914 BERGENLINE AVE,981200,400000,581200,400000,2002-12-23,0
102,9,,4A,415 MONASTERY PL,457700,448500,9200,300000,2018-08-16,0
102,11,,2,413 MONASTERY PL,890000,276800,613200,1,2019-07-17,1900
102,12,,2,411 MONASTERY PL,952100,276800,675300,250000,2001-06-22,1900
102,13,,4A,409 MONASTERY PL,1621000,448500,1172500,875000,2023-08-16,0
102,14,,2,407 MONASTERY PL,420400,181200,239200,420000,2018-08-20,1900
102,15,,4A,1915 NEW YORK AVE,956300,406000,550300,90000,1996-01-31,1933
102,16,,4A,1911 NEW YORK AVE,986500,560000,426500,600000,2015-12-22,1929
102,18,,2,1909 NEW YORK AVE,713500,276800,436700,649000,2021-07-07,1903
102,19,,2,1907 NEW YORK AVE,604200,276800,327400,10,2006-10-11,1700
102,20,,2,1905 NEW YORK AVE,970700,307500,663200,10,2022-09-03,2015
102,21,,2,1903 NEW YORK AVE,679600,254600,425000,0,,1900
102,22,,2,1901 NEW YORK AVE,963200,282900,680300,875000,2019-11-14,2005
102,23,,4A,406 19TH ST,293900,161000,132900,255000,2016-04-07,1973
102,24,,2,408 19TH ST,636500,258300,378200,113000,1996-07-29,1873
102,25,,2,410 19TH ST,556500,258300,298200,605000,2021-09-01,1900
102,26,,2,412 19TH ST,621200,276800,344400,205000,2012-07-23,1900
102,29,,2,418 19TH ST,393800,276800,117000,269900,2017-12-06,1900
103,1,,4A,1901-1905 BERGENLINE AVE,1844000,650000,1194000,1110000,2013-07-23,0
103,3,,4A,1907-1909 BERGENLINE AVE,1144500,432000,712500,150000,2001-05-17,1929
103,4,,4A,1911 BERGENLINE AVE,1595800,800000,795800,1268500,2020-01-17,1930
103,6,,4A,1915 BERGENLINE AVE,884100,400000,484100,1,2024-10-29,1928
103,7,,4A,1917 BERGENLINE AVE,1418500,520000,898500,100,2010-02-19,1928
103,8,,4A,1919 BERGENLINE AVE,1436800,390000,1046800,1,2014-02-03,1924
103,9,,4C,509 MONASTERY PL,1122000,300000,822000,362500,2004-09-16,1930
137,2,,2,2402 WEST ST,499300,215800,283500,1,2021-11-18,1933
137,3,,2,2404 WEST ST,542800,239800,303000,1,2003-02-01,1920
137,4,,2,2406 WEST ST,713000,303500,409500,1,2002-08-28,1903
137,7,,2,2412 WEST ST,474400,267800,206600,1,1993-04-12,1913
103,12,,2,515 MONASTERY PL,549000,276800,272200,367000,2008-06-17,1903
103,13,,2,517 MONASTERY PL,630200,307500,322700,260000,2002-03-29,1903
103,14,,2,519 MONASTERY PL,816000,307500,508500,0,,1903
103,15,,2,525 MONASTERY PL,417400,142700,274700,511250,2017-07-31,1903
103,16,,2,1914 WEST ST,511200,242900,268300,279000,2016-10-12,1700
103,17,,2,1912 WEST ST,657300,307500,349800,1,2020-02-07,1898
103,18,,2,1910 WEST ST,539000,276800,262200,1,2011-07-19,1898
103,19,,2,1908 WEST ST,610700,307500,303200,100,1994-04-19,1898
103,20,,2,1906 WEST ST,712100,307500,404600,0,,1903
103,21,,2,1904 WEST ST,646900,276800,370100,595000,2023-07-11,1898
103,22,,4C,1900 WEST ST,2700000,1320000,1380000,3100000,2017-03-01,1930
103,22,T01,4A,1900 WEST ST,515400,0,515400,1,2011-08-11,2001
117,4,C0909,2,809 22ND ST,390200,170100,220100,375000,2012-05-09,2010
117,4,C1001,2,809 22ND ST,431700,185000,246700,375000,2012-05-09,2010
117,4,C1002,2,809 22ND ST,421600,129600,292000,287500,2011-03-28,2010
117,4,C1003,2,809 22ND ST,221500,106700,114800,375000,2012-05-09,2010
117,4,C1004,2,809 22ND ST,379500,117500,262000,379000,2022-05-05,2010
117,4,C1005,2,809 22ND ST,396200,121500,274700,10,2022-10-14,2010
117,4,C1006,2,809 22ND ST,263300,120200,143100,375000,2012-05-09,2010
117,4,C1007,2,809 22ND ST,282100,128300,153800,375000,2012-05-09,2010
117,4,C1008,2,809 22ND ST,507300,147200,360100,415000,2017-10-05,2010
117,4,C1009,2,809 22ND ST,554400,170100,384300,467500,2018-03-09,2010
117,4,C1101,2,809 22ND ST,651700,185000,466700,355000,2011-07-13,2010
117,4,C1102,2,809 22ND ST,425300,129600,295700,247500,2010-07-02,2010
117,4,C1103,2,809 22ND ST,348800,106700,242100,235000,2011-05-16,2010
117,4,C1104,2,809 22ND ST,246300,117500,128800,375000,2012-05-09,2010
117,4,C1105,2,809 22ND ST,255000,121500,133500,375000,2012-05-09,2010
117,4,C1106,2,809 22ND ST,265100,120200,144900,375000,2012-05-09,2010
117,4,C1107,2,809 22ND ST,436900,128300,308600,227700,2010-07-09,2010
117,4,C1108,2,809 22ND ST,500500,147200,353300,280500,2010-07-01,2010
117,4,C1109,2,809 22ND ST,395800,170100,225700,375000,2012-05-09,2010
117,4,C1201,2,809 22ND ST,664600,185000,479600,651375,2023-08-10,2010
117,4,C1202,2,809 22ND ST,273300,129600,143700,375000,2012-05-09,2010
117,4,C1203,2,809 22ND ST,224400,106700,117700,375000,2012-05-09,2010
117,4,C1204,2,809 22ND ST,247900,117500,130400,375000,2012-05-09,2010
117,4,C1205,2,809 22ND ST,256700,121500,135200,375000,2012-05-09,2010
117,4,C1206,2,809 22ND ST,266900,120200,146700,375000,2012-05-09,2010
117,4,C1207,2,809 22ND ST,286000,128300,157700,375000,2012-05-09,2010
117,4,C1208,2,809 22ND ST,521900,147200,374700,291500,2010-07-06,2010
117,4,C1209,2,809 22ND ST,398600,170100,228500,375000,2012-05-09,2010
117,4,C1301,2,809 22ND ST,324500,185000,139500,375000,2012-05-09,2010
117,4,C1302,2,809 22ND ST,395000,129600,265400,400000,2022-04-22,2010
117,4,C1303,2,809 22ND ST,224400,106700,117700,375000,2012-05-09,2010
117,4,C1304,2,809 22ND ST,362000,117500,244500,204600,2010-07-14,2010
117,4,C1305,2,809 22ND ST,256700,121500,135200,375000,2012-05-09,2010
117,4,C1306,2,809 22ND ST,383100,120200,262900,225000,2010-06-28,2010
117,4,C1307,2,809 22ND ST,286000,128300,157700,375000,2012-05-09,2010
117,4,C1308,2,809 22ND ST,487800,147200,340600,400000,2017-01-09,2010
117,4,C1309,2,809 22ND ST,398600,170100,228500,375000,2012-05-09,2010
117,4,C1401,2,809 22ND ST,670900,185000,485900,1,2014-06-25,2010
117,4,C1402,2,809 22ND ST,275200,129600,145600,375000,2012-05-09,2010
117,4,C1403,2,809 22ND ST,225900,106700,119200,375000,2012-05-09,2010
117,4,C1404,2,809 22ND ST,249600,117500,132100,375000,2012-05-09,2010
117,4,C1405,2,809 22ND ST,258400,121500,136900,375000,2012-05-09,2010
117,4,C1406,2,809 22ND ST,410200,120200,290000,410500,2022-12-01,2010
142,7,,2,2512 WEST ST,605500,262400,343100,1,2016-03-29,1893
142,8,C0101,2,2514-16 WEST ST,400000,186500,213500,1,2020-09-10,2016
142,8,C0201,2,2514-16 WEST ST,614200,311600,302600,525000,2022-07-22,2016
142,8,C0202,2,2514-16 WEST ST,360300,171400,188900,270000,2021-10-29,2016
142,8,C0301,2,2514-16 WEST ST,360300,171400,188900,270000,2020-06-19,2016
142,9,,4A,2518 WEST ST,796000,325000,471000,1,2022-04-21,0
142,10,,2,517 26TH ST,364300,171600,192700,419000,2020-07-21,1911
142,11,,4C,515 26TH ST,938300,360000,578300,580000,2019-11-12,1931
142,12,C0101,2,513 26TH ST,158300,97200,61100,704697,2018-06-07,1930
142,12,C0102,2,513 26TH ST,133400,92400,41000,704697,2018-06-01,1930
142,12,C0201,2,513 26TH ST,168600,104400,64200,704697,2018-06-01,1930
142,12,C0202,2,513 26TH ST,149800,100800,49000,704697,2018-06-01,1930
142,12,C0301,2,513 26TH ST,168600,104400,64200,704697,2018-06-01,1930
142,12,C0302,2,513 26TH ST,151500,100800,50700,704697,2018-06-01,1930
142,13,,2,511 26TH ST,814400,309400,505000,1,2014-09-29,1700
142,14,,2,509 26TH ST,791100,309400,481700,1,2006-09-01,1931
142,15,,4C,507 26TH ST,1200000,540000,660000,1450000,2022-06-23,1930
142,16,,4A,2517 BERGENLINE AVE,1120900,352000,768900,500000,2005-10-18,1930
142,17,,4A,2515 BERGENLINE AVE,1102200,400000,702200,0,1996-08-06,1929
142,18,,4A,2511 BERGENLINE AVE,1347600,400000,947600,1,2015-08-31,1931
142,19,,4A,2509 BERGENLINE AVE,959300,400000,559300,615000,2007-02-26,1928
142,20,,4A,2507 BERGENLINE AVE,1176700,400000,776700,10,2019-12-05,0
142,21,,4A,2505 BERGENLINE AVE,819900,400000,419900,670000,2018-08-29,1930
142,22,,4A,2503 BERGENLINE AVE,773600,336000,437600,0,,1929
142,23,,4A,2501 BERGENLINE AVE,1047600,464000,583600,800000,2019-09-11,1930
142,24,,4A,508-14 25TH ST,3066300,540000,2526300,10,2006-05-11,1910
142,28,,2,516 25TH ST,447500,297500,150000,366128,2021-03-12,2025
143,1,,4C,2500 CENTRAL AVE,3556800,1560000,1996800,1,2016-05-27,1955
143,1,T01,4A,2500 CENTRAL AVE,515400,0,515400,10,2001-03-12,2007
143,4,,2,2506 CENTRAL AVE,834200,267800,566400,1,2002-02-06,1908
143,5,,2,2508 CENTRAL AVE,767200,267800,499400,100,1997-04-28,1872
143,6,,2,2510 CENTRAL AVE,637900,267800,370100,85000,2008-07-10,1898
143,7,,2,2512 CENTRAL AVE,790600,297500,493100,535000,2021-01-06,1910
143,8,,4C,2514 CENTRAL AVE,869500,360000,509500,170000,2002-08-30,1965
143,10,,2,609 26TH ST,511400,250400,261000,230000,2016-06-07,1910
143,11,C0001,2,2519 WEST ST,164100,60800,103300,87000,2018-05-16,2005
143,11,C0002,2,2519 WEST ST,347500,150700,196800,199000,2005-06-13,2005
143,11,C0003,2,2519 WEST ST,215700,85100,130600,198000,2020-06-08,2005
143,11,C0004,2,2519 WEST ST,350400,154300,196100,245000,2018-10-16,2005
162,13,,2,708 29TH ST,735300,267800,467500,10,2024-10-04,1873
162,14,,4C,706 29TH ST,983400,480000,503400,221000,1998-11-11,1913
162,15,,4C,702 29TH ST,1712200,540000,1172200,500000,2013-07-25,1918
162,16,,2,2903 CENTRAL AVE,698000,297500,400500,350000,2021-04-26,1958
162,17,,2,2905 CENTRAL AVE,793400,297500,495900,130000,2003-01-24,1913
162,18,,4A,2907 CENTRAL AVE,599600,364000,235600,500000,2023-10-23,0
162,19.01,,2,2911 CENTRAL AVE,673000,241000,432000,690000,2024-01-17,1700
162,19.02,,4A,2911 CENTRAL AVE / REAR,251900,136500,115400,95000,2023-12-12,0
162,20,,4A,2913-15 CENTRAL AVE,501600,344500,157100,1,2022-05-27,0
162,22,,4A,705 30TH ST,489000,322000,167000,1,2022-05-27,0
162,23,,4A,707 30TH ST,817400,414000,403400,1,2022-05-27,0
162,24,,4A,709-11 30TH ST,1104100,460000,644100,850000,2022-08-12,1913
162,26,,2,713 30TH ST,532500,251700,280800,43136,2021-07-02,1898
162,27,,2,715 30TH ST,572100,251700,320400,10,2007-01-19,1898
162,28,,4C,717 30TH ST,936000,360000,576000,1,2022-04-28,1898
162,29,,2,719 30TH ST,921000,300000,621000,255000,2000-09-27,1898
162,30,,2,721 30TH ST,529000,279700,249300,100,2022-05-04,1898
162,31,,2,723 30TH ST,525500,246300,279200,197700,2001-04-24,1898
162,32,,2,725 30TH ST,558400,246300,312100,475000,2019-07-24,1898
162,33,,2,727 30TH ST,616100,273700,342400,320000,2019-09-19,1898
162,34,,2,729 30TH ST,574400,246300,328100,10,2022-08-04,1913
162,35,,4A,731 30TH ST,615700,437000,178700,167000,1995-06-13,1898
168.01,1,,4A,2900 BERGENLINE AVE,2274000,650000,1624000,1,2011-06-06,1931
168.01,2,,4A,2902-04 BERGENLINE AVE,844000,448000,396000,530000,2005-01-19,1930
168.01,3,,4A,2906 BERGENLINE AVE,721500,368000,353500,1,2008-04-09,0
