block,lot,qualifier,prop_class,prop_loc,net_value,land_val,impr_val,last_sale,deed_date,yr_built
253,17,C0804,2,4301 PARK AVE,522000,189800,332200,360000,2015-01-23,2008
253,17,C0805,2,4301 PARK AVE,317800,127400,190400,250000,2015-12-23,2008
253,17,C0806,2,4301 PARK AVE,371000,141700,229300,290000,2019-01-14,2008
253,17,C0807,2,4301 PARK AVE,490200,187200,303000,315000,2010-10-22,2008
253,17,C0808,2,4301 PARK AVE,611800,219700,392100,496000,2019-12-20,2008
253,17,C0901,2,4301 PARK AVE,561400,197600,363800,511910,2008-07-25,2008
261,44,,2,639 39TH ST,655000,307500,347500,0,,1908
261,58.01,,2,611 39TH ST,122500,112500,10000,400000,2023-08-11,2025
261,59,,4A,3811-13 KENNEDY BLVD,940500,360000,580500,10,2003-11-18,1903
261,60,,4A,3815 KENNEDY BLVD,400000,255000,145000,220000,2016-12-30,1903
261,61,,2,3817 KENNEDY BLVD,587900,229800,358100,615000,2021-02-08,1903
261,62,,2,3819 KENNNEDY BLVD,587600,229800,357800,230000,2017-02-03,1903
261,63,,4C,3821 KENNEDY BLVD,900000,540000,360000,0,,0
262,8,,2,3916 32ND ST FRONT,618200,337400,280800,370000,2007-09-10,1873
281,9,,4A,216-18 48TH ST,1700500,840000,860500,1875000,2017-02-14,0
281,10,C0101,2,222-224 48TH ST,158400,69000,89400,152900,2022-01-22,1910
281,10,C0102,2,222-224 48TH ST,270700,129700,141000,169000,2005-08-01,1910
281,10,C0103,2,222-224 48TH ST,255000,121000,134000,131000,2016-07-11,1910
281,10,C0104,2,222-224 48TH ST,319000,156900,162100,1,2001-02-02,1910
281,10,C0105,2,222-224 48TH ST,249400,117800,131600,119000,2004-05-27,1910
281,10,C0106,2,222-224 48TH ST,335800,185800,150000,265000,2022-05-23,1910
281,10,C0107,2,222-224 48TH ST,327800,161900,165900,176000,2005-06-16,1910
281,10,C0108,2,222-224 48TH ST,359900,179900,180000,1,2020-12-21,1910
253,17,C0902,2,4301 PARK AVE,457400,161200,296200,470000,2024-07-22,2008
253,17,C0903,2,4301 PARK AVE,463400,161200,302200,385000,2015-12-09,2008
253,17,C0904,2,4301 PARK AVE,537800,189800,348000,385000,2016-02-29,2008
253,17,C0905,2,4301 PARK AVE,325000,127400,197600,365000,2023-08-09,2008
253,17,C0906,2,4301 PARK AVE,371000,141700,229300,252500,2012-02-23,2008
253,17,C0907,2,4301 PARK AVE,490200,187200,303000,395000,2020-07-29,2008
253,17,C0908,2,4301 PARK AVE,611800,219700,392100,420000,2010-12-30,2008
253,17,C1001,2,4301 PARK AVE,584600,197600,387000,380000,2012-05-17,2008
253,17,C1002,2,4301 PARK AVE,476200,161200,315000,1,2021-02-25,2008
253,17,C1003,2,4301 PARK AVE,458200,161200,297000,1,2021-06-12,2008
253,17,C1004,2,4301 PARK AVE,560000,189800,370200,380000,2013-12-30,2008
253,17,C1005,2,4301 PARK AVE,325000,127400,197600,330000,2018-09-04,2008
253,17,C1006,2,4301 PARK AVE,371000,141700,229300,322000,2022-09-02,2008
253,17,C1007,2,4301 PARK AVE,490200,187200,303000,335000,2010-12-30,2008
253,17,C1008,2,4301 PARK AVE,630400,219700,410700,595000,2021-04-16,2008
253,17,P0001,2,4301 PARK AVE,23900,16000,7900,460000,2021-04-12,2008
253,17,P0002,2,4301 PARK AVE,22700,16000,6700,1,2012-09-19,2008
253,17,P0003,2,4301 PARK AVE,22700,16000,6700,395000,2020-07-29,2008
253,17,P0004,2,4301 PARK AVE,22700,16000,6700,385000,2018-07-02,2008
261,17,C0701,2,620 38TH ST,419800,128500,291300,280000,2019-02-12,2006
261,17,C0702,2,620 38TH ST,418200,127800,290400,272000,2008-12-31,2006
261,17,C0703,2,620 38TH ST,422700,129200,293500,350000,2021-09-28,2006
261,17,C0704,2,620 38TH ST,418200,127800,290400,312500,2020-04-08,2006
261,17,C0801,2,620 38TH ST,409700,127100,282600,435000,2024-12-31,2006
261,17,C0802,2,620 38TH ST,422700,129200,293500,1,2013-10-23,2006
261,17,C0803,2,620 38TH ST,415600,127100,288500,1,2012-09-10,2006
261,17,C0804,2,620 38TH ST,422700,129200,293500,100,2017-04-02,2006
261,17,C0805,2,620 38TH ST,536700,156300,380400,510000,2022-10-14,2006
261,17,C0901,2,620 38TH ST,419800,128500,291300,1,2013-10-23,2006
261,17,C0902,2,620 38TH ST,412600,127800,284800,341000,2021-07-15,2006
261,17,C0903,2,620 38TH ST,414500,128500,286000,455000,2024-09-30,2006
261,17,C0904,2,620 38TH ST,418200,127800,290400,268000,2010-06-03,2006
261,17,C0905,2,620 38TH ST,536700,156300,380400,535000,2024-01-17,2006
261,17,C1001,2,620 38TH ST,415300,127100,288200,274000,2010-11-22,2006
261,17,C1002,2,620 38TH ST,417000,129200,287800,435000,2023-04-25,2006
261,17,C1003,2,620 38TH ST,415600,127100,288500,260000,2009-08-14,2006
261,17,C1004,2,620 38TH ST,417000,129200,287800,399999,2022-09-06,2006
261,25,,2,610 38TH ST,738400,276800,461600,191000,2012-07-24,1913
261,26,,2,608 38TH ST,563200,307500,255700,0,,1913
261,27,,2,606 38TH ST,609700,276800,332900,0,,1903
261,28,,4A,3801-3803 KENNEDY BLVD,1103300,360000,743300,0,,1903
261,29,,2,3807 KENNEDY BLVD,657200,283500,373700,270000,2016-08-17,1903
261,31,,4A,3809 KENNEDY BLVD,561100,315000,246100,440000,2024-10-04,0
261,32,,2,3808 32ND ST,585500,301400,284100,285000,2010-01-13,1873
261,33,,4A,3810-3814 32ND ST,1225500,1064000,161500,620000,2021-05-21,0
261,36,,4A,655 39TH ST,334900,262500,72400,260000,2020-08-26,1913
261,37,,2,653 39TH ST,841800,307500,534300,1,2024-03-19,1990
261,38,,2,651 39TH ST,856400,307500,548900,295000,2017-06-07,1700
261,39,,4C,643-49 39TH ST,1960500,1080000,880500,2852594,2018-06-07,1918
261,43,,2,641 39TH ST,704400,276800,427600,381000,2017-05-12,1913
281,10,C0109,2,222-224 48TH ST,160100,69900,90200,70000,2004-08-20,1910
281,10,C0110,2,222-24 48TH ST,367100,184000,183100,10,2021-12-03,1910
281,10,C0201,2,222-24 48TH ST,180400,81000,99400,103000,2019-02-01,1910
281,10,C0202,2,222-24 48TH ST,220600,109000,111600,310000,2024-08-21,1910
281,10,C0203,2,222-24 48 ST,167700,74100,93600,0,2000-10-02,1910
281,10,C0204,2,222-24 48 ST,180400,81000,99400,10,2023-11-29,1910
281,10,C0205,2,222-24 48 ST,169400,75000,94400,67000,2004-03-16,1910
281,10,C0206,2,224 48TH ST,163700,71800,91900,110500,2016-09-27,1910
281,10,C0207,2,222-24 48 ST,161800,70800,91000,55000,2015-08-27,1910
281,10,C0208,2,224 48 ST,164200,86000,78200,1,2004-05-21,1910
281,10,C0209,2,224 48TH ST,169400,75000,94400,80000,2017-10-27,1910
281,10,C0210,2,222-24 48TH ST,171200,75900,95300,77500,2015-02-24,1910
281,10,C0301,2,224 48TH ST,180400,81000,99400,70000,2004-04-15,1910
281,10,C0302,2,222-24 48 ST,230200,109000,121200,140848,2014-11-15,1910
281,10,C0303,2,224 48 ST,167700,74100,93600,76000,2018-07-31,1910
281,10,C0304,2,224 48 ST,180400,81000,99400,85000,2016-06-07,1910
281,10,C0305,2,224 48 ST,169400,75000,94400,83000,2021-08-27,1910
281,10,C0306,2,222-24 48 ST,163700,71800,91900,38950,2002-01-10,1910
281,10,C0307,2,222-24 48 ST,161800,70800,91000,1,2019-11-25,1910
281,10,C0308,2,222-24 48 ST,189300,86000,103300,83500,2017-03-07,1910
281,10,C0309,2,224 48 ST,169400,75000,94400,65000,2004-08-06,1910
281,10,C0310,2,222-24 48 ST,171200,75900,95300,77500,2015-02-24,1910
281,10,C0401,2,222-24 48 ST,375500,188600,186900,275000,2015-12-16,1910
281,10,C0402,2,222-24 48 ST,344500,200600,143900,125000,2003-04-01,1910
281,10,C0403,2,224 48 ST,292100,141700,150400,165000,2017-06-19,1910
281,10,C0404,2,222-24 48 ST,329500,162800,166700,340000,2021-02-28,1910
281,10,C0405,2,222-24 48 ST,326200,161000,165200,10,2013-08-10,1910
281,10,C0406,2,222-24 48 ST,304800,149000,155800,260000,2007-09-18,1910
281,10,C0407,2,222-24 48 ST,296500,145800,150700,278000,2022-04-26,1910
281,10,C0408,2,222-24 48 ST,338500,167900,170600,225000,2021-05-26,1910
281,10,C0409,2,222-24 48 ST,322300,158700,163600,355000,2024-09-12,1910
281,10,C0410,2,224 48 ST,308300,150900,157400,107000,2003-05-09,1910
281,13,,4C,226 48TH ST,1574200,720000,854200,150000,1995-03-14,0
110,38,,2,414 MONASTERY PL / REAR,195500,99900,95600,10,2024-09-17,1900
111,1,,2,2002 NEW YORK AVE,794500,385400,409100,1,1993-06-11,1900
111,2,,4A,2004-06 NEW YORK AVE,2274700,480000,1794700,295000,2000-03-23,1920
111,4,,2,2008 NEW YORK AVE,530100,287000,243100,1,1998-10-27,1910
111,5,,2,2010 NEW YORK AVE,525300,287000,238300,0,,1923
111,6,,2,2012 NEW YORK AVE,585000,287000,298000,0,,1923
111,7,,2,2014 NEW YORK AVE,512300,287000,225300,530000,2019-08-27,1923
111,8,,2,2016 NEW YORK AVE,556200,287000,269200,397500,2006-12-12,1923
111,9,,2,2018 NEW YORK AVE,490200,287000,203200,1,2015-01-05,1923
111,10,,2,2020 NEW YORK AVE,489700,287000,202700,1,2015-07-29,1923
111,11,,2,2022 NEW YORK AVE,515500,287000,228500,517500,2020-10-17,1923
130,28.01,,2,712 23RD ST,921800,297500,624300,1,2018-01-19,2005
130,29.01,,2,714 23RD ST,868900,297500,571400,10,2016-01-11,2005
130,30.01,,2,716 23RD ST,880300,297500,582800,599999,2005-06-28,2005
130,31.01,,2,718 23RD ST,874000,297500,576500,490000,2015-01-06,2005
130,32.01,,2,720 23RD ST,874000,297500,576500,700000,2019-06-28,2005
130,33.01,,2,722 23RD ST,886000,297500,588500,425000,2013-12-18,2005
130,34.01,,2,724 23RD ST,880300,297500,582800,1,2021-05-04,2005
130,35.01,C0001,2,726 23RD ST,485000,209800,275200,125000,2019-12-09,2006
130,35.01,C0002,2,726 23RD ST,482300,209800,272500,1,2021-07-30,2006
130,35.01,C0003,2,726 23RD ST,482300,209800,272500,385000,2021-04-08,2006
131,1,,2,2300 KERRIGAN AVE,391700,143100,248600,749000,2020-10-13,1700
131,2,,2,2302 KERRIGAN AVE,690900,241000,449900,655000,2021-05-19,1902
131,3,,2,2304 KERRIGAN AVE,658400,246300,412100,1,2019-10-24,1903
131,4,,2,2306 KERRIGAN AVE,564900,246300,318600,1,2017-05-22,1902
131,5,,2,2308 KERRIGAN AVE,688400,267800,420600,10,2021-08-13,1903
131,6,,2,2310 KERRIGAN AVE,452800,216900,235900,505000,2019-11-25,1902
131,7,,2,2312 KERRIGAN AVE,477600,216900,260700,0,,1902
131,8,,2,2314 KERRIGAN AVE,680700,258800,421900,700000,2024-02-05,1700
131,10,,2,819 24TH ST,894500,271200,623300,480000,2017-07-18,1917
131,11,C0101,2,817 24TH ST,178300,97800,80500,75000,2004-04-23,1900
131,11,C0102,2,817 24TH ST,210300,97800,112500,72000,2003-12-15,1900
131,11,C0201,2,817 24TH ST,216700,101400,115300,123000,2013-02-27,1900
131,11,C0202,2,817 24TH ST,216700,101400,115300,1,2006-11-17,1900
131,11,C0301,2,817 24TH ST,216700,101400,115300,146100,2017-11-28,1900
131,11,C0302,2,817 24TH ST,216700,101400,115300,0,,1900
131,13,,2,813 24TH ST,518700,287400,231300,75000,2019-11-07,1908
131,14,,2,811 24TH ST,798000,258600,539400,800000,2022-08-17,1913
131,15,,2,809 24TH ST,716200,287400,428800,450000,2016-04-29,1700
131,16,,4C,2315 SUMMIT AVE,1789600,600000,1189600,950000,2013-03-14,1968
131,17,,4C,2309-13 SUMMIT AVE,2283100,780000,1503100,10,2010-03-24,2011
131,20,,2,2307A SUMMIT AVE,551100,205400,345700,1,1992-05-27,1965
131,21,,2,2307 SUMMIT AVE,610000,193900,416100,660000,2021-01-19,1966
131,22,,2,2305 SUMMIT AVE,614200,193900,420300,1,2008-11-21,1966
131,23,,2,2303 SUMMIT AVE,561800,193900,367900,175000,2007-01-29,1965
131,24,,2,2301 SUMMIT AVE,569000,180100,388900,660000,2020-09-29,1700
131,25,,2,802 23RD ST,639400,277000,362400,370000,2004-05-03,1966
131,26,,2,812 23RD ST,780600,299500,481100,100,2001-07-31,1967
131,27,,2,814 23RD ST,545300,276900,268400,1,2020-12-16,1913
131,28,,2,816 23RD ST,575800,258000,317800,1,2017-09-20,1903
155,1,,4C,2700 SUMMIT AVE,1540000,420000,1120000,1100000,2015-01-08,2010
155,2,,2,730 27TH ST,528600,267800,260800,450000,2022-07-15,1883
155,3,,2,728 27TH ST,539700,297500,242200,100,1995-01-05,1908
155,4,,2,726 27TH ST,668400,267800,400600,245000,2000-12-06,1893
155,5,,2,724 27TH ST,594800,267800,327000,525000,2020-02-20,1898
155,6,,2,722 27TH ST,709200,267800,441400,1,2018-12-10,1928
155,7,,2,720 27TH ST,888500,342600,545900,1,2023-05-16,1908
155,8,,2,718 27TH ST,394100,227200,166900,1,2023-05-16,1908
155,9.01,,2,716 27TH ST,885600,297500,588100,515000,2004-09-29,2005
155,10.01,,2,714 27TH ST,881900,297500,584400,525000,2004-10-19,2005
155,11.01,,2,712 27TH ST,907300,297500,609800,545000,2004-11-05,2005
155,12.01,,2,710 27TH ST,885100,297500,587600,975000,2021-11-02,2005
155,13,,4C,708 27TH ST,1557100,600000,957100,575000,2007-05-08,1896
155,14,,4C,706 27TH ST,1271100,600000,671100,1,2003-05-05,1898
155,15,,4A,2701 CENTRAL AVE,2069400,960000,1109400,850000,2016-04-12,1893
155,16,,4C,2703 CENTRAL AVE,2154600,840000,1314600,850000,2016-04-12,1893
155,17.01,,2,2705 CENTRAL AVE,797100,281100,516000,399000,2002-07-11,2002
155,17.02,,2,2707 CENTRAL AVE,746900,281100,465800,375000,2002-07-01,2002
155,18,,4A,2709-15 CENTRAL AVE,1386000,360000,1026000,10,2011-09-27,1893
155,19,,2,703 28TH ST,666700,267800,398900,668000,2021-11-12,1922
155,20,,4C,703A-707 28TH ST,3564000,540000,3024000,4300000,2022-04-11,2015
155,23,,2,709 28TH ST,655300,297500,357800,440000,2019-12-30,0
155,24,,4C,711 28TH ST,900000,780000,120000,300000,1999-11-23,1893
155,25,,4C,713-15 28TH ST,1823300,960000,863300,10,2015-11-24,1893
155,26,,2,717 28TH ST,438100,267800,170300,0,,1700
155,27,,2,719 28TH ST,580100,297500,282600,450000,2021-01-15,1923
155,28,,2,721 28TH ST,570500,267800,302700,10,2024-05-10,1883
155,29,,2,723 28TH ST,547700,267800,279900,510000,2022-10-25,1700
155,30,,2,725 28TH ST,249300,223100,26200,1,2013-02-16,0
155,31,,2,727 28TH ST,493400,267800,225600,1,2013-02-16,1700
155,32,,2,729 28TH ST,607100,315700,291400,0,,1923
155,33,,4A,2714 SUMMIT AVE,1644000,660000,984000,999999,2008-08-15,1893
155,34,,2,2712 SUMMIT AVE,788200,267800,520400,220000,2008-06-10,2009
156,1,,4A,2700 KENNEDY BLVD,1147700,465000,682700,1,2023-05-16,1913
156,1,B01,4A,2700-02 KENNEDY BLVD,119400,0,119400,0,,0
156,4,,2,824 27TH ST,649100,267800,381300,1,2016-12-27,1913
156,5.01,C0101,2,820-822 27TH ST,241500,139500,102000,1,2018-05-11,1913
156,5.01,C0102,2,820-822 27TH ST,113800,58500,55300,1,2018-05-11,1913
156,5.01,C0103,2,820-822 27TH ST,166200,90900,75300,1,2018-05-11,1913
156,5.01,C0201,2,820-822 27TH ST,198600,111600,87000,1,2018-05-11,1913
156,5.01,C0202,2,820-822 27TH ST,185600,103500,82100,1,2018-05-11,1913
179,10,C0107,2,161 18TH ST,192100,98300,93800,160000,2021-11-19,1973
179,10,C0108,2,161 18TH ST,159600,112900,46700,1,2007-11-30,1973
179,10,C0201,2,161 18TH ST,270700,146200,124500,155000,2018-02-20,1973
179,10,C0202,2,161 18TH ST,265000,149900,115100,1,2007-11-30,1973
179,10,C0203,2,161 18TH ST,247800,144900,102900,1,2007-11-30,1973
179,10,C0204,2,161 18TH ST,256100,150400,105700,1,2007-11-30,1973
179,10,C0205,2,161 18TH ST,256900,144900,112000,1,2007-11-30,1973
179,10,C0206,2,161 18TH ST,175800,118900,56900,1,2007-11-30,1973
179,10,C0207,2,161 18TH ST,268900,152500,116400,1,2007-11-30,1973
179,10,C0208,2,161 18TH ST,276100,155400,120700,10,2018-12-14,1973
179,10,C0209,2,161 18TH ST,195900,101200,94700,235000,2024-03-25,1973
179,10,C0210,2,161 18TH ST,258200,151600,106600,1,2007-11-30,1973
179,10,C0301,2,161 18TH ST,261600,147800,113800,280000,2024-08-15,1973
179,10,C0302,2,161 18TH ST,253100,148300,104800,280000,2024-09-18,1973
179,10,C0303,2,161 18TH ST,254100,146600,107500,1,2007-11-30,1973
179,10,C0304,2,161 18TH ST,253100,148300,104800,1,2007-11-30,1973
179,10,C0305,2,161 18TH ST,250400,146600,103800,1,2007-11-30,1973
179,10,C0306,2,161 18TH ST,276400,146200,130200,270000,2023-11-21,1973
179,10,C0307,2,161 18TH ST,223500,122600,100900,183000,2008-05-14,1973
179,10,C0308,2,161 18TH ST,275300,155000,120300,231750,2007-12-01,1973
179,10,C0309,2,161 18TH ST,201200,103700,97500,83000,2009-10-13,1973
179,10,C0310,2,161 18TH ST,240200,172700,67500,1,2007-11-30,1973
179,10,P0001,2,161 18TH ST,20400,16000,4400,1,2008-06-12,1973
179,10,P0002,2,161 18TH ST,22600,16000,6600,249000,2019-05-31,1973
179,10,P0003,2,161 18TH ST,23400,16000,7400,10,2018-12-14,1973
179,10,P0004,2,161 18TH ST,22400,16000,6400,235000,2024-03-25,1973
179,10,P0005,2,161 18TH ST,21600,16000,5600,32500,2024-03-01,1973
179,12,,2,159 18TH ST,359600,271600,88000,256000,2015-08-20,1888
179,13,,2,157 18TH ST,599100,233800,365300,730000,2024-07-18,1893
179,14,,2,1717 CLIFF ST,636000,288900,347100,850000,2021-08-05,1898
179,15,,2,1715 CLIFF ST,608000,260400,347600,691000,2020-05-01,1903
179,16,,2,1707-1709 CLIFF ST,711100,313900,397200,1,2001-02-09,1888
179,19,C0101,2,1705 CLIFF ST,475800,149900,325900,222500,2003-07-17,2002
179,19,C0102,2,1705 CLIFF ST,836100,272300,563800,420000,2017-12-08,2002
179,19,C0201,2,1705 CLIFF ST,467900,149900,318000,385000,2021-06-15,2002
179,19,C0202,2,1705 CLIFF ST,467900,149900,318000,400000,2022-09-07,2002
179,19,C0301,2,1705 CLIFF ST,467900,149900,318000,441000,2021-05-26,2002
179,19,C0302,2,1705 CLIFF ST,467900,149900,318000,383500,2019-08-27,2002
179,20,,2,327 MOUNTAIN RD,972300,210500,761800,1,2001-10-29,0
179,22,,4C,315-17 MOUNTAIN RD,2015100,780000,1235100,1200000,2011-08-17,1908
179,24,,2,313 MOUNTAIN RD,780200,299600,480600,1,2018-08-17,1908
200,22,,4A,3305 HUDSON AVE,507000,312000,195000,10,2023-08-23,0
200,23,,2,3307 HUDSON AVE,887900,280400,607500,475000,2021-04-28,1913
200,24,,4A,3309 HUDSON AVE,5950000,5850000,100000,4200000,2023-09-28,0
200,31,,4C,3329 HUDSON AVE,1056000,585000,471000,100,2023-11-11,1908
200.02,9,,2,3318 PALISADE AVE,558400,276800,281600,1,2021-08-19,1900
200.02,10,,2,3320 PALISADE AVE,613400,247200,366200,1,2005-02-23,1929
200.02,11,,4C,3322-24 PALISADE AVE,2965200,1680000,1285200,100,1996-11-02,1925
200.02,13,,4C,3326-32 PALISADE AVE,3385300,1500000,1885300,875000,2000-04-10,1969
200.02,34,,4C,3337 HUDSON AVE,665100,360000,305100,0,2000-04-30,1910
200.02,35,,4A,203 34TH ST,840800,462500,378300,550000,2016-03-28,1903
200.02,36,,4A,205 34TH ST,437600,262500,175100,29210,2024-10-30,1903
200.02,37,,2,207 34TH ST,822600,307500,515100,0,,1973
200.02,38,,2,209 34TH ST,705500,307500,398000,1,2014-10-03,1973
200.02,39,,2,211 34TH ST,1164500,307500,857000,135000,2015-08-07,1910
201,1,C0001,2,114 33RD ST,213400,100200,113200,85000,2015-10-30,1965
201,1,C0002,2,114 33RD ST,306500,153100,153400,260000,2023-08-21,1965
201,1,C0003,2,114 33RD ST,287100,153100,134000,0,,1965
201,1,C0004,2,114 33RD ST,289900,153100,136800,125000,2010-07-22,1965
201,1,C0005,2,114 33RD ST,213400,100200,113200,102000,2007-08-30,1965
201,1,C0006,2,114 33RD ST,288200,153100,135100,63000,2011-06-06,1965
201,1,C0007,2,114 33RD ST,306500,153100,153400,125000,2016-06-29,1965
201,1,C0008,2,114 33RD ST,285500,153100,132400,0,2006-01-19,1965
201,1,C0009,2,114 33RD ST,213400,100200,113200,1,2022-06-07,1965
201,1,C0010,2,114 33RD ST,306500,153100,153400,165000,2007-10-22,1965
201,1,C0011,2,114 33RD ST,306500,153100,153400,135000,2013-09-27,1965
201,1,C0012,2,114 33RD ST,287100,153100,134000,265000,2022-08-12,1965
201,1,C0013,2,114 33RD ST,148200,68000,80200,42000,2011-09-06,1965
201,1,C0014,2,114 33RD ST,283200,149300,133900,44000,2000-04-06,1965
201,1,T01,4A,114 33RD ST,0,0,0,0,,2018
201,2,,2,112 33RD ST,716200,252600,463600,250000,2013-05-01,1898
201,3,C0001,2,110 33RD ST,346700,172500,174200,150000,2022-10-21,1960
201,3,C0101,2,110 33RD ST,296900,132400,164500,185000,2006-07-10,1960
201,3,C0102,2,110 33RD ST,286700,127600,159100,240000,2021-11-03,1960
201,3,C0103,2,110 33RD ST,302700,127600,175100,325000,2023-07-18,1960
201,3,C0104,2,110 33RD ST,286700,127600,159100,170000,2006-08-18,1960
201,3,C0201,2,110 33RD ST,303400,144600,158800,265000,2021-10-19,1960
201,3,C0202,2,110 33RD ST,286700,127600,159100,175000,2006-09-18,1960
201,3,C0203,2,110 33RD ST,286700,127600,159100,216300,2007-10-16,1960
213,35,,4A,512 35TH ST,669200,312500,356700,0,,0
213,36,,4A,3501-15 BERGENLINE AVE,13976600,2502000,11474600,0,,0
213,62,,2,541 36TH ST,791500,267800,523700,485000,2007-07-27,1912
213,63,,2,543 36TH ST,653600,267800,385800,1,2019-03-06,1912
214,1,,4A,3600-06 BERGENLINE AVE,4761500,1350000,3411500,2418650,2017-04-03,0
214,4,,4A,418 36TH ST,416300,312500,103800,500000,2008-10-01,0
214,5,,4A,416 36TH ST,434500,312500,122000,165000,2001-03-09,0
214,6,,4A,414 36TH ST,471900,312500,159400,1,2021-05-26,1900
214,7,,4A,412 36TH ST,440200,312500,127700,370000,2018-07-30,0
214,8,,2,410 36TH ST,747300,297500,449800,720000,2024-11-22,0
214,9,,4A,408 36TH ST,421400,312500,108900,400000,2006-05-23,1910
214,10,,4A,406 36TH ST,292600,150000,142600,0,,0
214,11,,4A,404 36TH ST,292600,137500,155100,200000,2009-03-17,0
214,12,,4A,402 36TH ST,286900,150000,136900,250000,2012-08-27,0
214,13,,4A,3601 NEW YORK AVE,549600,384000,165600,300000,2024-06-21,0
214,14,,4A,3605 NEW YORK AVE,791200,464000,327200,250000,2013-06-19,0
214,15,,4A,3609 NEW YORK AVE,749800,496000,253800,0,,0
214,16,,4A,3613-25 NEW YORK AVE,993600,384000,609600,1050000,2024-10-07,1900
214,17,,2,403 37TH ST,684000,267700,416300,1,2016-10-27,1915
214,18,,4A,405 37TH ST,784600,337500,447100,235000,2016-02-26,0
214,19,,4A,407 37TH ST,853500,337500,516000,1,2021-07-13,2009
214,20,,2,409 37TH ST,717200,257000,460200,257500,2007-09-05,1870
214,21,,4A,411 37TH ST,331200,325000,6200,370000,2000-09-05,0
214,22,,4C,413 37TH ST,1320000,360000,960000,370000,2000-09-05,1910
214,23,,4C,415 37TH ST,1835000,1140000,695000,2416104,2018-06-07,1975
214,25,,4B,3608 BERGENLINE AVE,3177500,1476000,1701500,0,,0
215,1,,4A,3600 NEW YORK AVE,1353000,585000,768000,1,2009-04-30,0
215,2,,4A,3604 NEW YORK AVE,2212800,715000,1497800,1005000,2003-07-11,1951
215,4,,2,320 36TH ST,676000,276800,399200,10,2012-11-12,1903
215,5,,2,318 36TH ST,709600,307500,402100,10,2013-09-25,1700
215,6,,2,316 36TH ST,613100,307500,305600,135000,1996-10-02,1903
215,7,,2,314 36TH ST,759800,307500,452300,670000,2021-05-20,1700
215,8,,4C,312 36TH ST,761100,480000,281100,0,,1975
215,9,,4C,308 36TH ST,1241500,720000,521500,185000,2000-12-18,1980
215,11,,2,3601 PALISADE AVE,811900,410000,401900,0,,1915
215,13,,2,3605 PALISADE AVE,462400,307500,154900,241000,2004-07-02,1907
215,14,,4C,3607 PALISADE AVE,2286300,1080000,1206300,10,2007-09-25,1900
215,18,,4A,3615 PALISADE AVE,798800,360000,438800,560000,2005-10-20,1910
215,19,,2,307 37TH ST,569400,203000,366400,575000,2021-08-20,1902
215,20,,4C,309 37TH ST,1267200,360000,907200,0,,1900
137,8,,4C,2414 WEST ST,759200,360000,399200,1,2021-08-09,1931
137,9,C0101,2,2416 WEST ST,205300,62700,142600,170000,2017-03-28,2008
137,9,C0201,2,2416 WEST ST,454200,159000,295200,223000,2014-12-23,2008
137,9,C0202,2,2416 WEST ST,510600,183700,326900,530000,2023-08-24,2008
137,9,C0203,2,2416 WEST ST,490900,173600,317300,10,2016-01-05,2008
137,9,C0401,2,2416 WEST ST,359400,122100,237300,209000,2015-03-25,2008
137,9,C0402,2,2416 WEST ST,371700,128800,242900,375000,2023-12-26,2008
137,9,C0403,2,2416 WEST ST,430100,150100,280000,330000,2019-12-02,2008
137,9,C0501,2,2416 WEST ST,396400,138900,257500,220000,2014-12-10,2008
158,1,,2,806 28TH ST,756100,286200,469900,350000,2003-08-28,1900
158,2,C0101,2,2801 SUMMIT AVE,168500,93800,74700,43000,1998-10-26,1930
158,2,C0102,2,2801 SUMMIT AVE,163000,90400,72600,675000,1998-03-11,1930
158,2,C0103,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
158,2,C0104,2,2801-07 SUMMIT AVE,173700,97200,76500,43000,1998-10-26,1930
158,2,C0201,2,2801-07 SUMMIT AVE,149900,81800,68100,675000,1998-03-11,1930
158,2,C0202,2,2801-07 SUMMIT AVE,136100,73300,62800,675000,1998-03-11,1930
158,2,C0203,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
158,2,C0204,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
158,2,C0205,2,2801-07 SUMMIT AVE,142000,76700,65300,675000,1998-03-11,1930
158,2,C0206,2,2801-07 SUMMIT AVE,141600,76700,64900,675000,1998-03-11,1930
158,2,C0301,2,2801-07 SUMMIT AVE,149900,81800,68100,675000,1998-03-11,1930
158,2,C0302,2,2801-07 SUMMIT AVE,136100,73300,62800,675000,1998-03-11,1930
158,2,C0303,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
158,2,C0304,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
158,2,C0305,2,2801-07 SUMMIT AVE,142000,76700,65300,675000,1998-03-11,1930
158,2,C0306,2,2801-07 SUMMIT AVE,141600,76700,64900,675000,1998-03-11,1930
158,2,C0401,2,2801-07 SUMMIT AVE,149900,81800,68100,50000,2008-12-23,1930
158,2,C0402,2,2801-07 SUMMIT AVE,136100,73300,62800,675000,1998-03-11,1930
158,2,C0403,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
158,2,C0404,2,2801-07 SUMMIT AVE,131300,69900,61400,675000,1998-03-11,1930
