mls_id,address,unit_number,full_address,zip,area,block,block_raw,lot,complex_name,property_type,class,status,year_built,floor_number,bedrooms,full_baths,half_baths,total_baths,sqft,sold_price,list_price,orig_list_price,price_per_sqft,sale_to_list,orig_to_sold_pct,taxes,hoa_monthly,dom,closing_date,listing_date,closing_year,closing_quarter,is_distressed,is_short_sale,is_bank_owned,lat,lon,between,remarks,parking,parking_conf,outdoor,outdoor_type,outdoor_conf,walk_score,transit_score,bike_score,path_station,path_dist_mi,hblr_station,hblr_dist_mi,transit_station,transit_dist_mi,modiiv_assessed,assessed_value,assess_ratio
220006700,29-33 51ST ST,B,29-33 51ST ST B,07086,Weehawken,block_65_51ST,00065,00004,The Dakota,Condominium,CONDO-COOP,SOLD,,1,2,1,0,1.0,897,125000.0,159000.0,,139.35,0.7862,,5417.0,340.0,147,2023-01-20,2022-04-18,2023,2023-Q1,False,False,False,40.7802355,-74.0128642,off Blvd East,"Location, location, location!!! This large 2BR apartment is conveniently located 1 block from Boulevard East, restaurants, and supermarket. Offering 2 large bedrooms, formal dining and living areas. 15 mins commute to NYC via bus. Walking distance to the ferry and light rail. Heat, hot water, water and sewer are included as part of the HOA fees. Great investment opportunity! Won’t last!",False,low,False,,low,,,,Hoboken,3.133,Port Imperial,2.109,Port Imperial,2.109,,,
240023192,3726 PARK AVE,B2,3726 PARK AVE B2,07086,Weehawken,zip_07086,,,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,1,1,1,0,1.0,443,130000.0,130000.0,,293.45,1.0,,,632.0,72,2025-07-14,2024-12-03,2025,2025-Q3,False,False,False,40.7723039,-74.0216781,38 St & 39th St,"Discover this 1 BR/1 BA co-op ready for your finishing touches to call home!  Building has laundry room in basement with coin operated washers/dryers. HOA includes heat, hot water, taxes, sewage; you have a separate utility bill for gas & electric. Acme next door, along with a parking lot across the street to park your car. All you need is a Weehawken parking permit.  Blvd East bus nearby for commute to NYC. Cats are allowed in the building.",True,medium,False,,low,,,,Hoboken,2.527,Port Imperial,1.484,Port Imperial,1.484,,,
250001634,3726 PARK AVE,A1,3726 PARK AVE A1,07086,Weehawken,block_46_PARK,00046,00004,,Cooperative,CONDO-COOP,SOLD,,1,1,1,0,1.0,500,157000.0,157000.0,,314.0,1.0,,,775.0,13,2025-08-12,2025-01-24,2025,2025-Q3,False,False,False,40.7723039,-74.0216781,37th St. and 39th St.,"This beautifully renovated, accessible COOP in the heart of Weehawken offers a perfect blend of modern updates and affordable living. With no stairs to navigate, it’s ideal for those seeking easy access and comfort. The bright, open layout features a sleek, well-appointed kitchen, making it a cozy yet functional home. Located just steps from public transit, commuting to NYC is quick and convenient, and nearby shopping, dining, and entertainment make everything you need easily accessible. All of this comes at an incredibly affordable price, making it an unbeatable option in a prime location. Don’t miss out on this charming, move-in-ready unit!",False,low,False,,low,,,,Hoboken,2.527,Port Imperial,1.484,Port Imperial,1.484,,,
210024544,875 BLVD EAST,6,875 BLVD EAST 6,07086,Weehawken,zip_07086,,,,Cooperative,CONDO-COOP,SOLD,,1,1,1,0,1.0,725,160000.0,175000.0,,220.69,0.9143,,,1018.0,173,2022-07-30,2021-10-28,2022,2022-Q3,False,False,False,40.7671744,-74.0216355,Columbia Terrace & Clifton Terrace,"***WATCH THE VIDEO TOUR***  A million-dollar location for less than a fraction of the price*** One bedroom Co-Op apartment right on 875 Blvd East located on the 1st Floor, spacious and perfect spot for NYC commuters featuring over 9 feet of high ceilings, hardwood flooring throughout, kitchen with recessed lighting inviting a great floor plan, extra free storage unit with elevator building, conference room in lobby, laundry on site, courtyard, bike rack, pets friendly, NYC & Hoboken Bus Stop right outside the front door, nearby to shuttle, light rail station, NYC ferry terminal, shopping and much more.***  An opportunity to own one of the lowest competitive price point Co-op apartments in Weehawken Hudson County New Jersey in today market call now for a private tour***  Co-op approval & Financial verification is required by River Cliff Hall Board*** Please see all attached documents for qualification, requirements, and regulation. 3 months nonrefundable reserved is required.",False,low,False,,low,,,,Hoboken,2.174,Port Imperial,1.131,Port Imperial,1.131,,,
210003088,17 51ST ST,42,17 51ST ST 42,07086,Weehawken,block_65_51ST,00065,00006,Gentry Hall Coopertive,Cooperative,CONDO-COOP,SOLD,,4,1,1,0,1.0,790,165000.0,175000.0,,208.86,0.9429,,,749.0,73,2021-07-08,2021-02-05,2021,2021-Q3,False,False,False,40.7801223,-74.0124952,off Blvd East,"Spacious 1 Bedroom Coop Residence in Gentry Hall, the beautiful Pre-war Mid-rise located just off of Blvd East offering the best commute to Manhattan via bus or jitney vans. This comfortable 790 sq ft apartment featuring high ceilings and hardwood floors, needs upgrades and modernization to create a truly special home. Low Maintenance includes heat, hot water, water, sewer, general building maint & underlying mortgage & taxes. There's laundry on the premises and a shared brick courtyard. Act fast as this one won't last!",False,low,False,,low,,,,Hoboken,3.129,Port Imperial,2.107,Port Imperial,2.107,,,
230018837,3726 PARK AVE,C4,3726 PARK AVE C4,07086,Weehawken,block_46_PARK,00046,00004,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,2,1,1,0,1.0,415,170000.0,169000.0,,409.64,1.0059,,,527.0,2,2024-06-21,2023-11-08,2024,2024-Q2,False,False,False,40.7723039,-74.0216781,37th & 38th Streets,"Why rent when you can own this affordable 1 BR/1 BA co-op in the heart of Weehawken, NJ on Park Avenue! This fixer upper with high ceilings is just steps away from everything you need. Supermarket, Restaurants, Shops, Parks and Bus to Manhattan are just outside the door of this Pre War Brick Building with on-site Super and laundry room. Come enjoy the world class amenities that Weehawken offers its residents. Spend this summer poolside at Weehawken's state of the art waterfront park with Manhattan as your backdrop or take an evening stroll along the Boulevard and bask in the shimmering lights of the worlds greatest skyline! The low monthly fee includes taxes, maintenance, water and heat. Don’t miss out on the best deal in Weehawken! This property is being sold “as is”.",False,low,False,,low,,,,Hoboken,2.527,Port Imperial,1.484,Port Imperial,1.484,,,
240019311,3726 PARK AVE,C5,3726 PARK AVE C5,07086,Weehawken,block_46_PARK,00046,00004,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,2,1,1,0,1.0,443,177500.0,185000.0,,400.68,0.9595,,,619.0,35,2024-12-11,2024-09-30,2024,2024-Q4,False,False,False,40.7723039,-74.0216781,38th and 39th,"Welcome to your commuter’s dream home at 3726 Park Ave Cooperative, just 14 minutes from Port Authority, New York! Residence C5 is a fully renovated 1BR/1BA, where modern design meets classic charm, and convenience blends with comfort. With a bright southeast exposure, natural light pours through oversized windows, creating a warm and inviting atmosphere—a perfect escape from the city. The kitchen, living room, and bathroom feature contemporary finishes, newer appliances, and upgraded lighting, all from 2017, with the stove replaced in 2021. The spacious bedroom retains its original hardwood flooring, evoking timeless elegance. Calhoun Hall is located in the heart of Weehawken, this building offers unbeatable proximity to major NJ/NYC transportation, highways, shops, restaurants, scenic parks, and more! This unit is perfectly situated, just blocks away from free shuttle service to the ferry, with building amenities that include a washer/dryer room and the option for residential parking in the adjacent plaza. Parking is available for residents in the parking lot closest to the building fort hose who display free parking pass.  Don’t miss this incredible opportunity to own a co-op in one of Hudson County’s most sought-after cities! Schedule your private tour today and discover your next dream home.",True,medium,False,,low,,,,Hoboken,2.527,Port Imperial,1.484,Port Imperial,1.484,,,
220020347,3718 PARK AVE,D2,3718 PARK AVE D2,07086,Weehawken,block_46_PARK,00046,00004,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,,1,1,0,1.0,591,185000.0,185000.0,,313.03,1.0,,,655.0,48,2023-03-20,2022-11-18,2023,2023-Q1,False,False,False,40.7722646,-74.0216969,37th & 38th Street,"Come see this spacious one bedroom one bath apartment ForSale in desirable Weehawken. Why rent when you can own this spacious apartment right on Park Avenue close to everything including restaurants, parks, dry cleaners and a new supermarket steps away. This turn key apartment  is ready to be called home. Enjoy the low monthly maintenance of $655 pays for the real estate taxes, heat, hot water, common area maintenance, snow and trash removal as well as building insurance. Parking is also available for residents in the parking lot closest to the building fort hose who display the free parking pass. Come see this. Wont last.",True,medium,False,,low,,,,Hoboken,2.525,Port Imperial,1.481,Port Imperial,1.481,,,
240022257,3726 PARK AVE,D5,3726 PARK AVE D5,07086,Weehawken,block_46_PARK,46,4,,Cooperative,CONDO-COOP,SOLD,,3,1,1,0,1.0,443,190000.0,179000.0,,428.89,1.0615,,,619.0,12,2025-06-12,2024-11-14,2025,2025-Q2,False,False,False,40.7723039,-74.0216781,37th & 38th,"An amazing opportunity to own a one-bedroom apartment in charming Weehawken; this co-op building offers an unbeatable location, within moments to NJ/ NYC transportation and shuttle service to the ferry. One block from Blvd East with amazing views of NYC Skyline, the Hudson River and lovely parks. The monthly fee includes taxes, heat and water; owner only has PSE&G utility bill for electricity and stove gas. Building has laundry in basement and a full time Super.  Parking is available for residents in the parking lot closest to the building fort those who display Weehawken resident parking pass.",True,medium,False,,low,,,,Hoboken,2.527,Port Imperial,1.484,Port Imperial,1.484,,,
210017501,875 BLVD EAST,31,875 BLVD EAST 31,07086,Weehawken,block_53_BLVD,00053,00010,Rivercliff Hall Coop,Cooperative,CONDO-COOP,SOLD,,4,1,1,0,1.0,700,195000.0,199999.0,,278.57,0.975,,,873.0,225,2022-05-06,2021-07-21,2022,2022-Q2,False,False,False,40.7671744,-74.0216355,Clifton Ter and Columbia Ter,"Immaculate and fully renovated bright 1 bedroom co-op at the Rivercliff Hall with spacious floorplan with cozy living room, fully renovated open kitchen with new appliances, good sized bedroom, large newly renovated full bath, hardwood floors and good size closets. The building includes a private garden courtyard, community room, bike rack and on-site laundry facilities. Excellent location for commuters on Blvd East, NYC transportation at doorstep. Schedule a showing today.",False,low,False,,low,,,,Hoboken,2.174,Port Imperial,1.131,Port Imperial,1.131,,,
220000492,3718 PARK AVE,E3,3718 PARK AVE E3,07086,Weehawken,block_46_PARK,00046,00004,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,4,1,1,0,1.0,540,197000.0,197000.0,,364.81,1.0,,,564.0,51,2022-04-29,2022-01-10,2022,2022-Q2,False,False,False,40.7722646,-74.0216969,37th & 38th Streets,"Come home to this turn-key charming top-floor unit located in the heart of Weehawken. This unit features hardwood floors throughout, lots of natural sunlight, and decorative French doors. Enjoy the spacious layout with a welcoming foyer, large living space, and plenty of storage in the kitchen, as well as new appliances. The unit is conveniently located near the newly built Lidl supermarket, dry cleaning, coffee shops, and quick transportation into Port Authority. The low maintenance fee includes real estate taxes, hot water, heat, general maintenance, trash and snow removal, as well as building insurance. Parking is also available for Weehawken residents (only) in the parking lot closest to the building for those with a parking permit. Check out this incredible unit today!",True,medium,False,,low,,,,Hoboken,2.525,Port Imperial,1.481,Port Imperial,1.481,,,
230009837,1055 BLVD EAST,B4,1055 BLVD EAST B4,07086,Weehawken,block_65_BLVD,65,8,Riverview 1055,Cooperative,CONDO-COOP,SOLD,,2,1,1,0,1.0,410,199000.0,199999.0,,485.37,0.995,,,579.0,51,2023-10-24,2023-06-14,2023,2023-Q4,False,False,False,40.7659779,-74.0220929,50th and 51st,"Welcome to your dream home in Weehawken, NJ! Step into this stunning 1-bed, 1-bath condo with hardwood floors, exuding modern elegance. Immerse yourself in breathtaking NYC views just steps from your door. Commuting is a breeze with convenient access to buses. This secure building boasts an elevator and an outdoor common area for relaxation. Indulge in the vibrant local scene with dining, shopping, and entertainment options. Don't miss this incredible opportunity for stylish living and urban convenience. Schedule a showing today and experience the epitome of modern luxury! Commuting is a breeze with easy access to buses, connecting you to the heart of the city. Elevator, and an outdoor common area are just some of the amenities that await. Indulge in the charm of Weehawken's local amenities, from dining to shopping. Don't miss out on this incredible opportunity to own a slice of paradise in a prime location. Schedule your showing today and experience the epitome of modern living! Maintenance fee includes taxes, water, and heat. Washer/dryer located in basement.",False,low,False,,low,,,,Hoboken,2.09,Port Imperial,1.047,Port Imperial,1.047,,,
230001860,875 BLVD EAST,8,875 BLVD EAST 8,07086,Weehawken,block_53_BLVD,00053,00010,River Cliff Hall,Cooperative,CONDO-COOP,SOLD,,1,1,1,0,1.0,750,200000.0,199000.0,,266.67,1.005,,,983.0,20,2023-05-05,2023-02-02,2023,2023-Q2,False,False,False,40.7671744,-74.0216355,Clifton and Columbia St,"Don't miss this opportunity to own this very well maintained Co-op apartment at 875 Blvd East. Bright living area with hardwood floors throughout. Open kitchen with breakfast bar, granite counters, beautiful custom cabinets and backsplash, equipped with SS appliances. Lots of closet space in your bedroom. Chic tiles in the bathroom and walk-in shower. Pet-friendly building with laundry room, bike rack, shared outdoor space and storage. Enjoy the peaceful scenic panoramic views of the river and NYC and everything that Weehawken has to offer! This is your next home!",False,low,False,,low,,,,Hoboken,2.174,Port Imperial,1.131,Port Imperial,1.131,,,
210026848,3718 PARK AVE,C4,3718 PARK AVE C4,07086,Weehawken,block_46_PARK,00046,00004,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,,2,1,0,1.0,800,200000.0,206000.0,,250.0,0.9709,,,825.0,45,2022-02-28,2021-12-10,2022,2022-Q1,False,False,False,40.7722646,-74.0216969,37th St and 38th St.,"Spacious 2 Bedroom 1 Full Bath in prime location in Weehawken. This 800 sq. ft. Unit features 2 Large Bedrooms, 1 Full Bath, spacious Living Room and expansive Dining Room area, Eat-in-Kitchen, and tons of closet space. Laundry facilities are in the building and it's close to everything including restaurants, parks, dry cleaners, post office, schools, and supermarket only steps away.  This apartment is ready for you to make it your own and call it home. This unit features hardwood floors throughout, large windows provide lots of natural sunlight throughout. Enjoy the spacious layout, large living space, and plenty of storage in the kitchen, as well as a new refrigerator.  The monthly maintenance of $825 pays for the real estate taxes, heat, hot water, common area maintenance, landscaping, snow, and trash removal and building insurance. Parking is also available for residents in the parking lot with the yellow lined spaces closest to the building by displaying a Weehawken Resident parking pass on your dashboard in your vehicle. Enjoy your very own private Reading Garden located in the back of the building.  Easy access to NYC transportation, shopping, restaurants, and schools. Enjoy a 10-minute commute to NYC, Hoboken, Jersey City Financial Center via Light Rail to Path Station, NJ Transit, and Ferry as well as the Jitney Bus. Weehawken has a free shuttle bus to Light rail and Ferry. NYC & Local transportation is easily accessible right from outside the building.",True,medium,False,,low,,,,Hoboken,2.525,Port Imperial,1.481,Port Imperial,1.481,,,
220010091,221 JANE ST,Garden,221 JANE ST Garden,07086,Weehawken,block_23,00023,00011,,Condominium,CONDO-COOP,SOLD,,1,1,1,0,1.0,750,203700.0,199000.0,,271.6,1.0236,,5148.0,229.0,22,2022-09-13,2022-06-03,2022,2022-Q3,False,False,False,40.7673176,-74.0278916,Palisade & Hudson Ave,"Beautiful brand new garden level unit perfectly nestled along the quiet tree lined street of Jane Street in Weehawken. This newly renovated 750 sq. ft.,  1 bedroom, 1 bathroom home features an oversized living room, porcelain tile floor throughout, brand new Shaker kitchen cabinets, stainless steel appliances, abundant closet space, central HVAC; as well as a cozy outdoor area. It is located in a prime location easily accessible to Hoboken and The Lincoln Tunnel. A bus stop is just around the corner. HOA includes full service property management.",False,low,False,,low,,,,Hoboken,2.184,Port Imperial,1.152,Port Imperial,1.152,,,
220009413,1055 BLVD EAST,B3,1055 BLVD EAST B3,07086,Weehawken,block_65_BLVD,65,8,Riverview,Cooperative,CONDO-COOP,SOLD,,2,1,1,0,1.0,500,210000.0,199000.0,,420.0,1.0553,,,,22,2022-07-14,2022-05-25,2022,2022-Q3,False,False,False,40.7659779,-74.0220929,Corner of 50th Street,"Move right in to Weehawken's rare and spacious one-bedroom in the meticulously maintained Riverview building situated on gorgeous Boulevard East.  Kitchen is newly renovated with impeccable white cabinetry complimenting its bright white ceramic backsplash and countertops along with stainless steel appliances including a dishwasher. Bathroom was also recently updated providing you with a jetted tub excellent to enjoy a relaxing bath! This gem features a spacious bedroom with lots of closets and storage space, clean original hardwood floors, lots of windows providing lots of natural light, the convenience of its in building laundry room and access to its open shared yard. Its location is incomparable! You have the opportunity to step outside everyday to the gorgeous and desirable New York skyline. Located across the street from the bus stop with shopping, parks, and restaurants in walking distance. Low maintenance fee includes taxes, water, and heat.",False,low,True,yard,high,,,,Hoboken,2.09,Port Imperial,1.047,Port Imperial,1.047,,,
220017582,883 BLVD EAST,B3,883 BLVD EAST B3,07086,Weehawken,block_56_BLVD,56,11,,Condominium,CONDO-COOP,SOLD,,-1,1,1,0,1.0,550,210000.0,199000.0,,381.82,1.0553,,4696.0,384.0,12,2022-11-18,2022-09-30,2022,2022-Q4,False,False,False,40.7671744,-74.0216355,Columbia - Fulton,"Stop renting! Walk out of your private front door to some of New Jersey's most stunning views AND the New York City bus. This charming, cozy, 1 bedroom condo is priced to sell and waiting for your personal touch. Separate area off bedroom is perfect for a work from home office. Walk-in closet. Laundry just steps away. Do not delay!",False,low,False,,low,,,,Hoboken,2.174,Port Imperial,1.131,Port Imperial,1.131,,,
230012190,875 BLVD EAST,35,875 BLVD EAST 35,07086,Weehawken,block_53_BLVD,53,10,River Cliff Hall,Cooperative,CONDO-COOP,SOLD,,4,1,1,0,1.0,750,210000.0,220000.0,,280.0,0.9545,,,983.0,59,2023-11-27,2023-07-21,2023,2023-Q4,False,False,False,40.7671744,-74.0216355,Columbia and Clifton Terrace,"Desirable 1BR/1BA co-op offers a cozy and inviting home that is well maintained and move-in ready. Situated on Boulevard East, which offers stunning panoramic NYC views and direct buses to Port Authority. Boasting ample closet space, kitchen with stainless steel appliances, and elegant original features, this charming abode is perfect for those seeking a comfortable and convenient living space. The building itself offers a host of amenities that are sure to make life easier, including a laundry room, hosted co-op events, 2 street parking permits, elevator, and live-in super, ensuring that your needs are taken care of promptly and efficiently. Easy commute to NYC with direct buses at your doorstep, shops, and restaurants, this co-op offers the perfect blend of comfort and accessibility, making it an ideal choice for those who value convenience and practicality. Monthly fee includes all taxes, maintenance, and most utilities. Whether you are a first-time buyer or looking to downsize, this charming co-op is a must-see. Schedule a viewing today and discover the joys of comfortable and convenient living in the heart of Weehawken!",False,high,False,,low,,,,Hoboken,2.174,Port Imperial,1.131,Port Imperial,1.131,,,
230012262,875 BLVD EAST,36,875 BLVD EAST 36,07086,Weehawken,block_53_BLVD,53,10,Rivercliff Hall,Cooperative,CONDO-COOP,SOLD,,4,1,1,0,1.0,700,215000.0,220000.0,,307.14,0.9773,,,917.0,43,2023-10-27,2023-07-20,2023,2023-Q4,False,False,False,40.7671744,-74.0216355,corner of Columbia Terr,"Really pristine and nicely renovated 1 Bedroom in well maintained elevator building on world-renowned Blvd. East.  Nice furniture and other fixtures included in this sale (ask your agent to provide the list of items). Bldg. offers on-site super, storage, laundry facilities and bicycle storage.  NYC transportation right at front door.  Short distance to Ferry and Light Rail.  Max 2 dogs (up to 50 lbs) or 1 dog and 1 cat or 2 cats and pets must be registered.   Coop Board approval required, min of 18 months owner occupancy.  Min 10% down with 3x income ratio to debt.  Maint fee is 52% tax deductible.  This unit has no special assessment...  A step outside the building affords you a panoramic view of the NY Skyline and Hudson River, and the opportunity to enjoy the Blvd. East promenade and parks on the Blvd.   Weehawken does not require alternate street parking and enforces Residents (or their guests) ONLY parking after 9 p.m. and at other times limits non-resident parking to 4 hours.  Resident permits and guest passes are available for FREE from the Weehawken Parking Authority.   The Weehawken waterfront boasts a beautiful waterfront walkway, a pedestrian pier into the Hudson River, a magificent Town Pool complex, baseball fields, running track, tennis courts, passive park areas, hotels, restaurants and more.",True,medium,False,,low,,,,Hoboken,2.174,Port Imperial,1.131,Port Imperial,1.131,,,
220013450,899 BLVD EAST,2H,899 BLVD EAST 2H,07086,Weehawken,block_9,9,56,Fulton House,Cooperative,CONDO-COOP,SOLD,,2,0,1,0,1.0,478,215000.0,239000.0,,449.79,0.8996,,,908.0,79,2022-12-19,2022-07-24,2022,2022-Q4,False,False,False,40.7659779,-74.0220929,Columbia & Fulton,"Enjoy your absolutely eye catching unobstructed view of the NYC skyline from any main room or right off your balcony! This second floor unit features a large entry way with ample amount of closet space. Walk in to be amazed by this open floor plan including kitchen, separate dining, living room, main bath & space for your bedroom set! & let's not forget the private balcony which is an area of total appreciation where you can watch the sun rise in the morning & the city lights twinkle in the evening. Unit offers natural lighting, hardwood parquet flooring, kitchen appliances, baseboard heating & wall A/C. Unit equipped with 1 deeded garage parking spot. Shared elevator & laundry room in basement.  Monthly HOA includes: Parking, Gas, heat, water, hot water, taxes, exterior & common maintenance. Parking spot 9B in garage. Come & enjoy all that Weehawken has to offer!",True,high,True,balcony,high,,,,Hoboken,2.09,Port Imperial,1.047,Port Imperial,1.047,,,
210016102,35-39 51ST ST,B,35-39 51ST ST B,07086,Weehawken,block_65_51ST,0065,0003,The Montana,Condominium,CONDO-COOP,SOLD,,-1,2,1,0,1.0,900,219000.0,219000.0,,243.33,1.0,,,365.0,17,2021-09-03,2021-07-06,2021,2021-Q3,False,False,False,40.7802355,-74.0128642,Park Ave and Blvd East,"Location, location, location!!! This large 2BR apartment is conveniently located 1 block from Boulevard East, restaurants, and supermarket. Offering 2 large bedrooms, formal dining and living areas. 15 mins commute to NYC via bus. Walking distance to the ferry and light rail. Heat, hot water, water and sewer are included as part of the HOA fees. Great investment opportunity! Won’t last!",False,low,False,,low,,,,Hoboken,3.133,Port Imperial,2.109,Port Imperial,2.109,,,
230015736,3718 PARK AVE,E2,3718 PARK AVE E2,07086,Weehawken,zip_07086,,,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,4,1,1,0,1.0,600,220000.0,220000.0,,366.67,1.0,,,950.0,49,2024-03-01,2023-09-19,2024,2024-Q1,False,False,False,40.7722646,-74.0216969,Highwood Terr & Liberty Ave,"Discover your urban sanctuary in the heart of Weehawken. This extraordinary co-op seamlessly blends modern comfort, unparalleled convenience, and jaw-dropping views of the iconic New York City skyline. Nestled on a charming street lined with diverse restaurants, thriving businesses, and vibrant entertainment, this property epitomizes the essence of cosmopolitan living. Spectacular NYC vistas greet you each morning, gracing your bedroom, kitchen, and living room with the breathtaking panorama of Manhattan's skyline. Whether it's the twinkling city lights at night or the mesmerizing sunrises over NYC in the morning, these views are truly a work of art. Swift access to bus and ferry terminals ensures an effortless 25-minute commute to the heart of Manhattan, making it an ideal choice for city professionals. With 2 included parking spots and Hoboken just a 5-minute drive away, this co-op offers the ultimate urban lifestyle, where convenience, comfort, and captivating views come together seamlessly. Don't miss this exceptional opportunity to make it your home. Contact us today to schedule a viewing and unveil the extraordinary lifestyle that awaits you in Weehawken!",True,medium,False,,low,,,,Hoboken,2.525,Port Imperial,1.481,Port Imperial,1.481,,,
210005242,3718 PARK AVE,B2,3718 PARK AVE B2,07086,Weehawken,block_46_PARK,00046,00004,Calhoun Hall,Cooperative,CONDO-COOP,SOLD,,1,2,0,1,0.5,800,220000.0,235000.0,,275.0,0.9362,,,825.0,56,2021-07-30,2021-03-01,2021,2021-Q3,False,False,False,40.7722646,-74.0216969,37th & 38th street,"Gorgeous 2 bedroom Coop in a well maintained Pre War building. Featuring Hardwood floors, Renovated Bathroom and Kitchen equipped with stainless steel appliances. Laundry on premises and parking is available at the Town Plaza adjacent lot with a residential permit sticker issued by the Township of Weehawken. Easy access to New York City with just minutes to the Lincoln Tunnel by car, Bus service and Port Imperial Ferry. A must see!!!!!",True,medium,False,,low,,,,Hoboken,2.525,Port Imperial,1.481,Port Imperial,1.481,,,
210006739,899 BLVD EAST,6N,899 BLVD EAST 6N,07086,Weehawken,block_56_BLVD,00056,00009,,Cooperative,CONDO-COOP,SOLD,,6,0,1,0,1.0,494,230000.0,225000.0,,465.59,1.0222,,,838.0,56,2021-08-03,2021-03-22,2021,2021-Q3,False,False,False,40.7659779,-74.0220929,Corner of Fulton and Blvd E,"Spectacular NYC/ River views await you! This fabulous studio unit features a bright modern kitchen and an open living/sleeping area with access to your very own private terrace and 1 car deeded garage parking. Conveniently located on Blvd East, this financially sound building is a commuter's dream with NYC transportation just steps away and easy access to parks, restaurants and shopping. What are you waiting for?!",True,high,True,terrace,high,,,,Hoboken,2.09,Port Imperial,1.047,Port Imperial,1.047,,,
210017085,899 BLVD EAST,4C,899 BLVD EAST 4C,07086,Weehawken,block_56_BLVD,56,9,Fulton House,Cooperative,CONDO-COOP,SOLD,,,0,1,0,1.0,455,230000.0,230000.0,,505.49,1.0,,,779.0,107,2021-12-10,2021-07-16,2021,2021-Q4,False,False,False,40.7659779,-74.0220929,corner of Fulton Street,"Spectacular VIEW of NY Skyline & Hudson River from your STUDIO unit and BALCONY....GARAGE PARKING.  Unique split level layout.  Wood floors, oversized windows maximize the VIEW, modern kitchen and bath, Murpjhy Bed which maximized the space. Ample closets.   Spotless building, fantastic location with ease of access to NYC, Hoboken, Jersey City via bus, private commuter bus (right at yor door) and nearby Light Rail and NY Waterways Ferry.  Aside from enjoying the view from your own space, step across the street and stroll the Blvd. East promenade, the entire lengh of which boasts unobstructed River/Skyline VIEW, too and parks in which to sit and enjoy !!!  Go to the waterfront and enjoy the waterfront walkway, passive parks, jogging track, tennis courts, ball fields and soon to open community pool complex.  Board approval required (but not a terrribly cumbersome process).",True,high,True,balcony,high,,,,Hoboken,2.09,Port Imperial,1.047,Port Imperial,1.047,,,
230019066,899 BLVD EAST,2J,899 BLVD EAST 2J,07086,Weehawken,block_9,9,56,Fulton House,Cooperative,CONDO-COOP,SOLD,,2,0,1,0,1.0,478,230000.0,239900.0,,481.17,0.9587,,,797.0,107,2024-05-14,2023-11-08,2024,2024-Q2,False,False,False,40.7659779,-74.0220929,corner Fulton Street,"Own your own nicely renovated STUDIO with private BALCONY and an unbelievable Hudson River/New York Skyline View...instead of paying the skyrocketed rents in this highly sought after location.  Unique split level unit with great closet space.  Newly renovated kitchen/new floors. Modern Bathroom. Newly installed highhat lighting. Maint fee inclds REAL ESTATE TAXES, heat, hot water, gas, water, sewer, bldg insurance, common area and elevator maintenance, on-site superintendent salary, snow and trash removal, video security monitoring and intercom, and reserves for future repairs.   Maint is approx. 54% tax deductible.  Owner occupancy required for min 2 years.  Weehawken does not have alternate side of the street parking and FREE resident parking permits are avail.  New York transportation @ door and short distance to Light Rail and NY Waterways Ferry.                                                                                                                                                                                                                                                                                                                                                                                                                                                 Weehawken has a fantastic waterfront recreation complex, including parks, waterfront walkway, awesome pool complex, tennis and basketball courts, track, ballfield,  recreation pier and with ice skating rink and outdoor entertainment venue to follow.",True,medium,True,balcony,high,,,,Hoboken,2.09,Port Imperial,1.047,Port Imperial,1.047,,,
220013885,35-39 51ST ST,B,35-39 51ST ST B,07086,Weehawken,block_65_51ST,0065,0003,The Montana,Condominium,CONDO-COOP,SOLD,,-1,2,1,0,1.0,897,230000.0,230000.0,,256.41,1.0,,5138.0,365.0,35,2022-11-03,2022-08-01,2022,2022-Q4,False,False,False,40.7802355,-74.0128642,Park Ave and Blvd East,"Location, location, location!!! This large 2BR apartment is conveniently located 1 block from Boulevard East, restaurants, and supermarket. Offering 2 large bedrooms, formal dining and living areas. 15 mins commute to NYC via bus. Walking distance to the ferry and light rail. Heat, hot water, water and sewer are included as part of the HOA fees. Great investment opportunity! Won’t last!",False,low,False,,low,,,,Hoboken,3.133,Port Imperial,2.109,Port Imperial,2.109,,,
