"Picture Count","MLS #","Class","Type","Area","Price","Address","City","State","Zip","Status","Expiration Date","Tour/Open House - Start Date","Tour/Open House - Start Time","Tour/Open House - End Time","Tour/Open House - Event Type"
"4","260000250","CONDO-COOP","Condominium","JC, Heights","$290,000","44 SHERMAN AVE","JC, Heights","NJ","07307","ACTIVE","9/29/2026","4/11/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"23","260005276","CONDO-COOP","Condominium","JC, Heights","$329,000","133 HOPKINS AVE","JC, Heights","NJ","07306-2547","ACTIVE","9/25/2026","4/12/2026","2:00 PM EDT","4:00 PM EDT","Open House"
"33","260003435","CONDO-COOP","Condominium","JC, Heights","$375,000","787 SUMMIT AVE","JC, Heights","NJ","07307","ACTIVE","5/1/2026","4/12/2026","11:00 AM EDT","1:00 PM EDT","Open House"
"12","260006126","CONDO-COOP","Condominium","JC, Heights","$379,000","198 BOWERS ST","JC, Heights","NJ","07307","ACTIVE","7/31/2026","4/12/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"12","260006123","CONDO-COOP","Condominium","JC, Heights","$379,000","198 BOWERS ST","JC, Heights","NJ","07307","ACTIVE","7/31/2026","4/12/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"12","260006123","CONDO-COOP","Condominium","JC, Heights","$379,000","198 BOWERS ST","JC, Heights","NJ","07307","ACTIVE","7/31/2026","4/12/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"19","250025912","CONDO-COOP","Condominium","JC, Heights","$399,000","3505 KENNEDY BLVD","JC, Heights","NJ","07307","ACTIVE","4/30/2026","4/12/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"18","260003612","CONDO-COOP","Condominium","JC, Heights","$440,000","118 LEONARD ST","JC, Heights","NJ","07307","ACTIVE","4/11/2026","4/12/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"34","260006382","CONDO-COOP","Condominium","Hoboken","$450,000","551 OBSERVER HIGHWAY","Hoboken","NJ","07030","ACTIVE","7/15/2026","4/11/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"34","260006382","CONDO-COOP","Condominium","Hoboken","$450,000","551 OBSERVER HIGHWAY","Hoboken","NJ","07030","ACTIVE","7/15/2026","4/12/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"11","260004642","CONDO-COOP","Condominium","JC, Heights","$450,000","33 GRAHAM ST","JC, Heights","NJ","07307","ACTIVE","9/17/2026","4/12/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"12","260004537","CONDO-COOP","Condominium","Hoboken","$465,000","832 WASHINGTON ST","Hoboken","NJ","07030","ACTIVE","6/30/2026","4/12/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"12","260004537","CONDO-COOP","Condominium","Hoboken","$465,000","832 WASHINGTON ST","Hoboken","NJ","07030","ACTIVE","6/30/2026","4/11/2026","10:30 AM EDT","12:30 PM EDT","Open House"
"28","260004242","CONDO-COOP","Condominium","JC, Heights","$499,000","41 BEACON AVE","JC, Heights","NJ","07306","ACTIVE","5/11/2026","4/11/2026","2:00 PM EDT","4:00 PM EDT","Open House"
"16","260004438","CONDO-COOP","Condominium","Hoboken","$500,000","420 MONROE ST","Hoboken","NJ","07030","ACTIVE","7/12/2026","4/11/2026","2:00 PM EDT","4:00 PM EDT","Open House"
"16","260004468","CONDO-COOP","Condominium","JC, Heights","$525,000","91 HANCOCK AVE","JC, Heights","NJ","07307","ACTIVE","8/13/2026","4/11/2026","11:30 AM EDT","1:30 PM EDT","Open House"
"16","260004468","CONDO-COOP","Condominium","JC, Heights","$525,000","91 HANCOCK AVE","JC, Heights","NJ","07307","ACTIVE","8/13/2026","4/12/2026","11:30 AM EDT","1:30 PM EDT","Open House"
"33","260005604","CONDO-COOP","Condominium","JC, Heights","$539,000","70 BOWERS ST","JC, Heights","NJ","07307","ACTIVE","6/30/2026","4/11/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"33","260005604","CONDO-COOP","Condominium","JC, Heights","$539,000","70 BOWERS ST","JC, Heights","NJ","07307","ACTIVE","6/30/2026","4/12/2026","1:00 PM EDT","3:00 PM EDT","Open House"
"18","260006151","CONDO-COOP","Condominium","JC, Heights","$585,000","207 OGDEN AVE","JC, Heights","NJ","07307","ACTIVE","7/8/2026","4/12/2026","11:00 AM EDT","1:00 PM EDT","Open House"
"18","260006151","CONDO-COOP","Condominium","JC, Heights","$585,000","207 OGDEN AVE","JC, Heights","NJ","07307","ACTIVE","7/8/2026","4/11/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"10","260004976","CONDO-COOP","Condominium","Hoboken","$595,000","450 1ST ST","Hoboken","NJ","07030","ACTIVE","3/13/2027","4/12/2026","12:00 PM EDT","3:00 PM EDT","Open House"
"19","260006389","CONDO-COOP","Condominium","Hoboken","$649,000","100 GARDEN ST","Hoboken","NJ","07030","ACTIVE","10/8/2026","4/12/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"19","260006389","CONDO-COOP","Condominium","Hoboken","$649,000","100 GARDEN ST","Hoboken","NJ","07030","ACTIVE","10/8/2026","4/11/2026","12:00 PM EDT","2:00 PM EDT","Open House"
"28","260006156","CONDO-COOP","Condominium","JC, Heights","$675,000","684 SUMMIT AVE","JC, Heights","NJ","07306","ACTIVE","10/2/2026","4/12/2026","2:30 PM EDT","4:30 PM EDT","Open House"
"11","260006153","CONDO-COOP","Condominium","Hoboken","$689,000","82 JACKSON ST","Hoboken","NJ","07030","ACTIVE","10/7/2026","4/11/2026","1:00 PM EDT","3:00 PM EDT","Open House"
